entid,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum,CaseType
688774607,,,,0,3,11,3000.0,156.0,0.0,,,,,,0,,0,3
135754431,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
180016517,,,,0,3,11,20.0,156.0,0.0,,,,,,0,,0,3
1000603123,,,,0,5,11,3000.0,156.0,0.0,,,,,,0,,0,3
455489186,,,,0,3,10,2000.0,156.0,0.0,,,,0.0,,0,,0,3
708132120,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
211469713,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
14658789,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
19850270,,,,0,3,9,500.0,156.0,500.0,,,,0.0,,0,,0,3
31354588,,,,0,3,11,12.0,156.0,12.0,,,,0.0,,0,,0,3
88880631,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0,3
1000291316,,,,0,3,11,100.0,156.0,50.0,,,,0.0,,0,,0,3
85743647,,,,0,5,10,100.0,156.0,100.0,,,,,,0,,0,0
1052219378,,,,0,3,9,5180.0,156.0,5180.0,0.0,0.0,,0.0,,0,,0,3
92124617,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
957814072,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
707501464,,,,0,5,11,300.0,156.0,300.0,0.0,0.0,,0.0,,0,,0,3
626617037,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
1011014592,,,,0,3,11,5.0,156.0,0.0,,,,0.0,,0,,0,3
1107414197,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
574226120,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
339230089,,,,0,3,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
315057141,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
277527220,,,,0,3,11,30.0,156.0,30.0,,,,0.0,,0,,0,3
353970327,,,,0,19,11,0.0,,0.0,,,,0.0,,0,,0,3
459791316,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,0
459791316,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,0
115383990,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,0
115383990,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,0
1050159128,,,,0,3,11,5.0,156.0,5.0,,,,0.0,,0,,0,3
40238525,,,,0,3,10,5.0,156.0,0.0,,,,0.0,,0,,0,0
111749012,,,,0,3,10,3.0,156.0,0.0,,,,,,0,,0,3
648864066,,,,0,3,11,100.1,156.0,100.1,,,,0.0,,0,,0,3
389988763,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
929663379,,,,0,3,11,200.0,156.0,0.0,,,,,,0,,0,0
209522538,,,,0,3,0,500.0,156.0,0.0,,,,0.0,,0,,0,3
265543412,,,,0,3,11,30.0,156.0,30.0,,,,0.0,,0,,0,3
248264924,,,,0,17,10,0.0,,0.0,,,,,,0,,0,3
958908459,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
306578626,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
1166244652,,,,0,5,11,20.0,156.0,0.0,,,,0.0,,0,,0,0
734758428,,,,0,0,11,1401.0,156.0,1401.0,0.0,0.0,,0.0,,0,,0,3
507043244,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
153234185,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
628761668,,,,0,3,11,10.0,156.0,10.0,0.0,0.0,,0.0,,0,,0,3
715868012,,,,0,5,2,50.0,156.0,50.0,0.0,0.0,,0.0,,0,,0,3
203509981,,,,0,5,11,2000.0,156.0,2000.0,,,,,,0,,0,0
593995034,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
1170338772,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
225803089,,,,0,5,11,400.0,156.0,0.0,,,,,,0,,0,3
1230510896,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0,3
73993940,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
647313960,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0,3
328074928,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
876474681,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
500860246,,,,0,39,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,,0,3
389178900,,,,0,5,10,5.0,156.0,0.0,,,,,,0,,0,3
1190155319,,,,0,23,9,,156.0,0.0,0.0,0.0,,0.0,,0,,0,3
1118845943,,,,0,3,11,200.0,156.0,0.0,,,,,,0,,0,3
131069474,,,,0,5,11,3.0,156.0,0.0,,,,0.0,,0,,0,3
1028369045,,,,0,3,11,50.0,156.0,50.0,0.0,0.0,,0.0,,0,,0,3
750392117,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
269763255,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
804873884,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
558787191,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
83973512,,,,0,5,11,3000.0,156.0,0.0,,,,,,0,,0,3
919821609,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
1207030622,,,,0,6,11,6000.0,156.0,6000.0,0.0,0.0,,0.0,,0,,0,3
898306591,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
919052577,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
310206872,,,,0,30,9,0.0,,0.0,,,,,,0,2.0,0,3
1024186033,,,,0,8,11,40000.0,156.0,0.0,,,,,,0,,0,3
1102913507,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0,3
234404727,,,,0,5,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
32025878,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
296193174,,,,0,3,11,800.0,156.0,0.0,,,,,,0,,0,3
1027686491,,,,0,3,10,30.0,156.0,0.0,,,,,,0,,0,0
515862193,,,,0,5,10,5.0,156.0,0.0,,,,,,0,,0,3
94628547,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
1128281818,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
251810305,,,,0,3,9,100.0,156.0,100.0,,,,,,0,,0,3
345337235,,,,0,5,11,1000.0,156.0,0.0,,,,,,0,,0,3
968740487,,,,0,6,11,30.0,156.0,30.0,0.0,0.0,,0.0,,0,,0,0
998671920,,,,0,3,11,5.0,156.0,5.0,0.0,0.0,,0.0,,0,,0,3
444717725,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0,0
846319954,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0,3
603865048,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
445220130,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
1183612211,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
262483415,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
800149315,,,,0,5,11,15000.0,156.0,15000.0,,,,0.0,,0,,0,3
224947159,,,,0,5,11,200.0,156.0,200.0,,,,0.0,,0,,0,3
1152309238,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
671030964,,,,0,3,11,200.0,156.0,0.0,,,,,,0,,0,3
142931897,,,,0,17,5,0.0,156.0,0.0,,,,,,0,,0,3
667545069,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
1003598251,,,,0,5,9,500.0,156.0,0.0,,,,0.0,,0,,0,3
425173736,,,,0,3,11,2000.0,156.0,0.0,,,,0.0,,1,,0,3
618517231,,,,0,5,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
1178264308,,,,0,3,9,100.0,156.0,100.0,,,,0.0,,0,,0,3
649944968,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0,3
1202604300,,,,0,5,9,200.0,156.0,0.0,,,,0.0,,0,,0,3
1151305842,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
1128682595,,,,0,3,9,50.0,156.0,50.0,,,,0.0,,0,,0,3
766344392,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
831677751,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0,3
365274435,,,,0,44,11,4990.0,156.0,0.0,2.0,1.0,2,1.0,,0,,0,3
867564755,,,,0,7,11,12100.0,156.0,100.0,,,,,,0,,0,3
356856567,,,,0,7,11,12100.0,156.0,100.0,,,,0.0,,0,,0,3
453047470,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
1107560411,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0,3
1189382204,,,,0,3,11,500.0,156.0,500.0,,,,0.0,,0,,0,3
794266200,,,,0,13,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
524853474,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0,3
60068624,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,0
583114121,,,,0,32,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
198740367,,,,0,5,11,85.0,156.0,0.0,,,,0.0,,0,,0,3
209639730,,,,0,3,11,3.0,156.0,3.0,0.0,0.0,,0.0,,0,,0,3
553149000,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
802540167,,,,0,17,0,0.0,,0.0,,,,0.0,,0,,0,3
828334189,,,,0,5,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
446274146,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0,3
181220374,,,,0,3,9,200.0,156.0,0.0,,,,,,0,,0,3
694459494,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0,3
226030893,,,,0,5,10,100.0,156.0,0.0,,,,0.0,,0,,0,3
325265909,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
627653926,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
174838085,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
822541486,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
1107666652,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
1079648641,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
276640884,,,,0,13,11,30000.0,156.0,0.0,,,,0.0,,0,,0,3
770012999,,,,0,17,11,,,0.0,,,,,,0,,0,3
530384310,,,,0,3,10,4000.0,156.0,4000.0,,,,,,0,,0,3
911243271,,,,0,3,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
794653722,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
233666490,,,,0,44,11,1000.0,156.0,0.0,,,,,,0,,0,3
1037965169,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
450904367,,,,0,8,11,5000.0,156.0,0.0,,,,,,0,,0,3
1047142565,,,,0,17,11,,156.0,0.0,,,,0.0,,0,,0,3
933329028,,,,0,3,11,200.0,156.0,0.0,,,,,,0,,0,0
991811367,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
700450176,,,,0,19,9,0.0,,0.0,,,,,,0,,0,3
1113017293,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,0
846275858,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0,3
793828820,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
978425250,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
112231894,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
306996078,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
968150919,,,,0,3,11,120.0,156.0,0.0,,,,0.0,,0,,0,3
742120449,,,,0,3,11,3000.0,156.0,0.0,,,,0.0,,0,,0,3
315091037,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,0
720945377,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
464408693,,,,0,3,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
254160203,,,,1,57,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
798162,,,,0,3,11,20.0,156.0,20.0,,,,0.0,,0,,0,0
407904122,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
1154191793,,,,0,3,11,300.0,156.0,10.0,,,,0.0,,0,,0,3
1228655698,,,,0,7,11,20.0,156.0,20.0,0.0,0.0,,0.0,,0,,0,3
564619951,,,,0,3,11,10000.0,156.0,0.0,,,,,,0,,0,3
995243158,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0,0
145901282,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
265904608,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
189224647,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
676267292,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
1098183164,,,,0,3,9,200.0,156.0,0.0,,,,,,0,,0,3
517353431,,,,0,8,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
1164908871,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
786873960,,,,0,5,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
187884675,,,,0,5,11,1.0,156.0,0.0,,,,,,0,,0,3
177845150,,,,0,5,10,200.0,156.0,0.0,,,,0.0,,0,,0,3
61794653,,,,0,8,11,50.0,156.0,50.0,,,,,,0,,0,3
390647688,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
1092084658,,,,0,5,11,40.0,156.0,40.0,,,,0.0,,0,,0,3
920614612,,,,0,3,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
926777235,,,,0,3,11,500.0,156.0,100.0,,,,,,0,,0,3
914057908,,,,0,3,12,50.0,156.0,50.0,,,,,,0,,0,3
37548048,,,,0,6,11,10000.0,156.0,0.0,,,,0.0,,0,,0,3
426526636,,,,0,33,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
1005206680,,,,0,3,11,30.0,156.0,30.0,,,,,,0,,0,3
184290262,,,,0,33,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
1017991419,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
10698350,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
603286004,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
606811381,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
452175371,,,,0,5,10,200.0,156.0,0.0,,,,0.0,,0,,0,3
748711858,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
277254951,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
569324456,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
748545376,,,,0,3,11,10000.0,156.0,0.0,,,,,,0,,0,3
635226615,,,,0,5,11,3.0,156.0,0.0,,,,0.0,,0,,0,3
1228052139,,,,0,5,11,20.0,156.0,20.0,,,,0.0,,0,,0,3
284778927,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
652250551,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
749144387,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
1015275963,,,,0,3,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
462447349,,,,1,57,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
794816216,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
587710733,,,,0,25,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,2.0,0,3
214295629,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0,3
624471209,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0,3
1217128652,,,,0,5,11,30.0,156.0,30.0,,,,0.0,,0,,0,0
173528591,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
1031707379,,,,0,19,11,0.0,,0.0,,,,,,0,,0,3
1030291407,,,,0,17,10,0.0,156.0,0.0,,,,,,1,,0,3
463935137,,,,0,3,11,3.0,156.0,3.0,0.0,0.0,,0.0,,0,,0,3
672217675,,,,0,44,11,1000.0,156.0,0.0,,,,,,0,,0,0
963091337,,,,0,3,11,20.0,156.0,0.0,,,,0.0,,0,,0,3
105575276,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0,3
706785836,,,,0,5,9,100.0,156.0,0.0,,,,,,0,,0,3
57286554,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
466789539,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
930469767,,,,0,5,11,35000.0,156.0,0.0,,,,,,0,,0,3
532257916,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
19355525,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
929790487,,,,0,44,11,500.0,156.0,0.0,4.0,0.0,2,0.0,,0,,0,0
1003813239,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
428159673,,,,0,28,9,0.0,,0.0,,,,0.0,,0,1.0,0,3
485163252,,,,0,3,11,3000.0,156.0,0.0,,,,,,0,,0,3
225394176,,,,1,27,9,0.0,,0.0,,,,,,0,1.0,0,3
1155853285,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
94198675,,,,0,5,9,30.0,156.0,30.0,,,,0.0,,0,,0,3
1054467519,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
1044226112,,,,0,23,9,0.0,156.0,0.0,,,,,,1,1.0,0,3
739078714,,,,0,3,11,1000.0,156.0,10.0,,,,,,0,,0,3
1083257511,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
784543149,,,,0,7,11,1000.0,156.0,1000.0,,,,0.0,,0,,0,3
393355112,,,,0,5,11,200.0,156.0,0.0,,,,,,0,,0,3
674442998,,,,0,5,9,100.0,156.0,100.0,,,,0.0,,0,,0,3
1082490942,,,,1,32,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
856131192,,,,0,8,9,3000.0,156.0,0.0,,,,0.0,,1,,0,3
908579930,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
1156237838,,,,0,5,11,5.0,156.0,0.0,,,,,,0,,0,3
367450094,,,,0,17,11,,,0.0,,,,,,0,,0,3
24139944,,,,0,3,11,10000.0,156.0,0.0,,,,0.0,,0,,0,3
934993648,,,,0,23,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0,3
1123914320,,,,0,3,11,3000.0,156.0,3000.0,,,,0.0,,0,,0,3
173425626,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
882946127,,,,0,3,11,8000.0,156.0,0.0,,,,0.0,,0,,0,3
1233351534,,,,0,3,11,10000.0,156.0,0.0,,,,0.0,,0,,0,3
966456960,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
348194382,,,,0,5,9,50.0,156.0,0.0,,,,,,0,,0,3
550882120,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
1097385336,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
1099012275,,,,0,5,5,100.0,156.0,0.0,,,,0.0,,0,,0,3
483678988,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,0
1077965676,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
859047825,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
367563279,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
807621140,,,,0,31,9,0.0,156.0,0.0,,,,,,0,2.0,0,3
1065763127,,,,0,5,11,30.0,156.0,0.0,,,,,,0,,0,3
827852465,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
71374755,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
170689014,,,,0,31,9,0.0,,0.0,,,,0.0,,0,1.0,0,3
455727238,,,,0,3,11,6000.0,156.0,0.0,,,,,,0,,0,3
885962709,,,,0,44,11,1000.0,156.0,0.0,,,,,,0,,0,3
300866435,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
957335499,,,,0,27,9,0.0,156.0,0.0,,,,,,0,,0,3
614988490,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0,3
909677876,,,,0,3,9,19060.0,156.0,19060.0,,,,0.0,,0,,0,3
163836302,,,,0,3,13,1117.0,156.0,1117.0,,,,0.0,,0,,0,3
177233633,,,,0,3,11,10.0,156.0,0.0,,,,,,0,,0,3
612973161,,,,0,3,11,5100.0,156.0,0.0,,,,,,0,,0,3
232878265,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
614998892,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
408031260,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
134796652,,,,0,57,9,0.0,840.0,0.0,,,,0.0,,0,1.0,0,3
577816325,,,,0,3,11,8000.0,156.0,0.0,,,,,,0,,0,3
196838592,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0,3
715299087,,,,0,3,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
840366560,,,,0,5,11,5000.0,156.0,100.0,0.0,0.0,,0.0,,0,,0,3
615178523,,,,0,3,9,1000.0,156.0,1000.0,,,,,,0,1.0,0,3
15146892,,,,0,3,12,500.0,156.0,0.0,,,,,,0,,0,3
995461959,,,,0,17,11,,156.0,0.0,,,,0.0,,1,,0,3
635268688,,,,0,44,11,2000.0,156.0,0.0,,,,,,0,,0,3
564252425,,,,0,5,11,20.0,156.0,0.0,,,,,,0,,0,3
608027695,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
793519841,,,,0,5,11,1.0,156.0,0.0,,,,,,0,,0,3
126406124,,,,0,22,11,0.0,156.0,0.0,,,,,,0,,0,3
835862955,,,,0,5,9,10.0,156.0,0.0,,,,0.0,,0,,0,3
706925528,,,,1,3,11,150.0,156.0,150.0,,,,,,0,,0,2
794337401,,,,1,3,4,30000.0,156.0,10000.0,,,,,,0,,0,1
612112841,,,,0,3,11,10000.0,156.0,10000.0,,,,,,0,,0,2
1033691657,,,,0,3,11,5600.0,156.0,5600.0,,,,,,0,,0,2
455558271,,,,0,54,11,10.18,840.0,10.18,,,,,,0,,0,1
722691858,,,,0,3,10,1350.0,156.0,1350.0,,,,,,0,,0,2
663498072,,,,0,3,6,500.0,156.0,500.0,,,,,,0,,0,3
1022501713,,,,0,3,11,2700.0,156.0,3000.0,,,,,,0,,0,2
1022501713,,,,0,3,11,2700.0,156.0,3000.0,,,,,,0,,0,2
1022501713,,,,0,3,11,2700.0,156.0,3000.0,,,,,,0,,0,2
1139812428,,,,0,5,11,200.0,156.0,200.0,,,,,,0,,0,3
705310922,,,,0,3,11,10000.0,156.0,10000.0,,,,,,0,1.0,0,2
1169005838,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
1075680007,,,,0,29,9,0.0,156.0,,,,,,,0,1.0,0,2
1187165635,,,,0,3,5,1200.0,156.0,1200.0,,,,,,0,1.0,0,2
165029844,,,,0,3,11,9999.0,156.0,9999.0,,,,,,0,,0,1
506589439,,,,0,35,2,1.7,156.0,1.7,,,,,,1,,0,1
412086145,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0,2
760232610,,,,0,0,9,11800.0,156.0,11800.0,,,,,,0,1.0,0,2
151413858,,,,0,3,11,11000.0,156.0,11000.0,,,,,,0,,0,2
1138749469,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
853514282,,,,0,0,11,10160.0,156.0,10160.0,,,,,,0,1.0,0,2
412285498,,,,0,58,0,500.0,156.0,500.0,,,,,,0,,0,2
523987485,,,,0,3,11,10080.0,156.0,10080.0,,,,,,0,1.0,0,2
328684818,,,,0,6,10,10000.0,156.0,10000.0,,,,,,0,1.0,0,3
794950996,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,0
794950996,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,0
290278547,,,,0,3,5,5600.0,156.0,5600.0,,,,,,0,,0,3
191207011,,,,0,3,11,13060.0,156.0,13060.0,,,,,,0,,0,2
639523185,,,,0,3,11,4000.0,156.0,4000.0,,,,,,0,,0,2
70578920,,,,0,3,9,16000.0,156.0,16000.0,,,,,,0,2.0,0,2
902504771,,,,0,5,11,5000.0,156.0,5000.0,,,,,,0,,0,3
308587947,,,,0,5,11,200.0,156.0,200.0,,,,,,0,,0,3
891890114,,,,0,3,12,1000.0,156.0,1000.0,,,,,,0,,0,3
515804857,,,,0,0,11,100.0,156.0,100.0,,,,,,0,,0,0
515804857,,,,0,0,11,100.0,156.0,100.0,,,,,,0,,0,0
928615169,,,,0,3,9,5000.0,156.0,5000.0,,,,,,0,1.0,0,2
1197260202,,,,0,3,11,10200.0,156.0,10200.0,,,,,,0,1.0,0,2
121205650,,,,0,3,11,5158.0,156.0,5158.0,,,,,,0,1.0,0,2
353587921,,,,0,17,10,0.0,156.0,,,,,,,0,,0,3
143364110,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0,3
198576137,,,,0,3,11,770.0,156.0,770.0,,,,,,0,,0,3
10711834,,,,0,3,9,10000.0,156.0,10000.0,,,,,,0,3.0,0,2
43635130,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
223377099,,,,0,5,5,10.0,156.0,10.0,,,,,,0,,0,3
1185729581,,,,0,3,11,10088.0,156.0,10088.0,,,,,,0,1.0,0,2
473247369,,,,0,3,9,10000.0,156.0,10000.0,,,,,,0,,0,2
1003634226,,,,0,3,5,10080.0,156.0,10080.0,,,,,,0,,0,2
744968200,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0,3
1132808434,,,,0,0,11,1000.0,156.0,1000.0,,,,,,0,,0,3
500970908,,,,0,13,10,2080.0,156.0,2080.0,,,,,,0,,0,2
908247590,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0,2
908247590,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0,2
727182458,,,,0,44,11,720.0,156.0,720.0,,,,,,0,,0,3
1057654777,,,,0,0,11,5000.0,156.0,5000.0,,,,,,0,,0,3
485154649,,,,0,46,11,12080.0,156.0,12080.0,,,,,,0,4.0,0,2
485154649,,,,0,46,11,12080.0,156.0,12080.0,,,,,,0,4.0,0,2
593136513,,,,0,5,2,100.0,156.0,100.0,,,,,,0,,0,3
937101326,,,,0,0,5,50.0,156.0,50.0,,,,,,0,2.0,0,1
371713118,,,,0,3,11,11100.0,156.0,11100.0,,,,,,0,1.0,0,2
799080938,,,,1,3,6,1050.0,156.0,1050.0,,,,,,0,1.0,0,3
799080938,,,,1,3,6,1050.0,156.0,1050.0,,,,,,0,1.0,0,3
113976139,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
276842037,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0,3
463584372,,,,0,3,9,6000.0,156.0,6000.0,,,,,,0,,0,1
794079288,,,,0,40,2,56.0,156.0,,,,,,,0,,0,1
278878337,,,,0,3,2,60.0,156.0,60.0,,,,,,0,,0,3
789187327,,,,0,3,11,450.0,156.0,450.0,,,,,,0,,0,3
45418644,,,,0,3,11,5500.0,156.0,5500.0,,,,,,0,,0,3
469686965,,,,0,15,11,0.0,156.0,,,,,,,0,1.0,0,3
1090847978,,,,0,29,9,0.0,156.0,,,,,,,0,2.0,0,2
