entid,ALTDATE,ALTTIME
377208493,2017-09-09,
377208493,2017-02-04,
377208493,2019-12-27,
377208493,2019-07-27,
377208493,2019-06-27,
377208493,2019-03-27,
377208493,2011-10-09,
377208493,2017-06-09,
377208493,2019-03-10,
377208493,2016-12-29,
377208493,2017-09-03,
377208493,2017-11-30,
377208493,2014-04-30,
377208493,2019-02-27,
377208493,2019-05-10,
377208493,2016-12-29,
377208493,2019-05-10,
377208493,2017-12-10,
377208493,2014-09-30,
216706380,2015-10-25,1.0
216706380,2015-02-25,1.0
216706380,2016-03-18,1.0
10231403,2017-08-11,
10231403,2018-04-09,
10231403,2018-02-09,
10231403,2018-07-09,
10231403,2018-12-09,
339548901,2016-01-17,
339548901,2016-11-30,
339548901,2016-03-17,
114723637,2016-09-22,
114723637,2011-05-10,
114723637,2016-10-22,
114723637,2011-12-10,
1177918869,2011-05-22,2.0
1177918869,2011-06-22,2.0
1177918869,2011-02-22,2.0
124734491,2014-07-24,
1073664849,2016-07-12,
1073664849,2015-07-09,
1073664849,2010-02-13,1.0
1073664849,2010-08-13,1.0
1073664849,2014-01-17,
1073664849,2016-09-12,
1073664849,2014-01-17,
925518219,2017-09-16,
925518219,2014-12-21,
925518219,2016-09-01,
925518219,2014-03-25,
925518219,2017-07-16,
925518219,2014-02-21,
773323605,2016-12-27,
773323605,2014-07-28,
773323605,2014-01-28,
773323605,2016-04-27,
773323605,2016-10-27,0.0
773323605,2016-03-27,0.0
1085422569,2016-09-20,
1085422569,2016-03-01,
1085422569,2014-08-11,
1085422569,2013-05-16,3.0
1085422569,2013-01-16,3.0
1085422569,2014-04-12,4.0
1085422569,2014-05-12,4.0
1085422569,2014-05-12,4.0
1085422569,2014-11-12,4.0
1085422569,2014-02-12,4.0
1085422569,2014-12-12,4.0
1085422569,2014-10-11,5.0
1085422569,2014-11-11,5.0
1085422569,2014-11-11,5.0
1085422569,2015-12-08,6.0
1085422569,2015-12-08,6.0
1085422569,2015-07-08,6.0
1085422569,2015-09-08,6.0
1085422569,2015-01-09,7.0
1085422569,2015-12-23,8.0
1085422569,2015-03-23,8.0
1085422569,2015-06-23,8.0
1085422569,2015-11-23,8.0
1085422569,2016-10-01,9.0
1085422569,2016-08-01,9.0
1085422569,2016-07-01,9.0
1085422569,2016-01-01,9.0
1085422569,2016-05-20,10.0
1085422569,2016-03-20,10.0
1085422569,2016-07-20,10.0
1085422569,2016-05-20,10.0
1085422569,2016-07-20,10.0
359269984,2013-07-18,
359269984,2014-04-02,
359269984,2012-06-08,2.0
359269984,2013-06-18,3.0
359269984,2014-11-11,4.0
359269984,2014-11-11,4.0
359269984,2014-12-11,4.0
359269984,2014-12-02,6.0
359269984,2014-02-02,6.0
359269984,2015-04-28,7.0
359269984,2015-05-28,7.0
359269984,2015-03-30,8.0
359269984,2015-08-30,8.0
359269984,2015-11-30,8.0
359269984,2016-06-27,9.0
359269984,2016-07-27,9.0
359269984,2016-11-27,9.0
359269984,2016-07-27,9.0
359269984,2015-10-28,
359269984,2016-08-27,
359269984,2014-05-02,
359269984,2015-07-30,
798608406,2011-12-28,2.0
798608406,2011-09-28,2.0
798608406,2014-11-16,3.0
798608406,2014-06-16,3.0
798608406,2015-04-30,4.0
798608406,2019-11-08,
798608406,2019-12-08,
798608406,2017-06-22,
798608406,2017-11-30,
798608406,2014-07-16,
798608406,2015-02-28,
798608406,2017-07-30,
281639104,2012-07-05,
281639104,2011-12-26,1.0
281639104,2011-11-26,1.0
281639104,2012-03-05,2.0
281639104,2012-08-05,2.0
281639104,2012-06-05,2.0
281639104,2012-10-07,3.0
281639104,2012-04-07,3.0
281639104,2016-05-30,4.0
281639104,2016-01-30,4.0
281639104,2016-11-30,4.0
1052240272,2015-12-08,
1052240272,2017-11-30,
1052240272,2014-01-18,
1052240272,2014-11-18,
1052240272,2017-12-13,
1052240272,2015-07-08,
1052240272,2017-08-13,
1052240272,2011-01-02,
1052240272,2011-12-02,
1052240272,2015-02-08,
1052240272,2014-02-18,
1052240272,2012-08-26,
1052240272,2015-08-22,
1052240272,2019-10-28,
1052240272,2015-05-08,
1052240272,2014-01-18,
1052240272,2014-05-18,
1052240272,2015-05-08,
1052240272,2014-05-18,
1052240272,2019-12-28,
1052240272,2019-01-28,
1052240272,2012-08-26,
1052240272,2014-08-18,
1052240272,2011-07-02,
1052240272,2014-03-18,
1052240272,2015-11-08,
1052240272,2017-06-13,
1052240272,2014-04-18,
1052240272,2017-12-13,
1052240272,2014-02-18,
299013365,2016-04-24,
299013365,2016-12-04,
299013365,2004-06-10,1.0
299013365,2004-03-10,1.0
299013365,2004-01-10,1.0
299013365,2004-04-10,1.0
299013365,2004-06-10,
1128353913,2014-03-11,
1126510029,2014-03-24,
1126510029,2014-10-24,
1126510029,2014-11-24,
1126510029,2014-09-24,
1126510029,2016-01-24,
1126510029,2017-10-27,
1126510029,2017-05-27,
1126510029,2017-02-27,
1126510029,2017-03-27,
1126510029,2017-01-27,
1126510029,2017-04-27,
1126510029,2017-02-27,
1005144343,2015-11-20,
1005144343,2016-03-29,
1005144343,2015-09-20,
1005144343,2016-11-29,
1005144343,2015-08-20,
1005144343,2019-01-23,
1005144343,2019-02-23,
1005144343,2015-10-20,
1005144343,2019-04-23,
1005144343,2019-10-17,
545892203,2015-08-22,
545892203,2015-09-22,1.0
545892203,2015-03-22,1.0
545892203,2016-07-28,1.0
545892203,2016-12-28,1.0
545892203,2016-01-28,1.0
545892203,2016-01-28,
1101709480,2016-11-29,
1101709480,2017-03-22,
1101709480,2015-11-17,
1101709480,2017-08-24,
793145101,2015-05-10,
793145101,2015-03-15,
793145101,2015-08-15,
793145101,2016-05-15,
793145101,2016-01-27,
793145101,2016-02-15,
793145101,2016-05-15,
793145101,2013-12-14,1.0
793145101,2019-09-11,
1036419610,2015-03-03,
1036419610,2014-11-28,1.0
1036419610,2014-08-28,1.0
1036419610,2015-03-03,2.0
1036419610,2015-05-03,2.0
1036419610,2015-11-03,2.0
1036419610,2015-09-03,2.0
1036419610,2015-12-03,2.0
1036419610,2016-10-02,3.0
1036419610,2018-08-19,
1036419610,2018-02-19,
1036419610,2018-06-19,
1036419610,2018-12-19,
1036419610,2018-01-19,
1036419610,2018-11-19,
1036419610,2018-01-19,
1036419610,2018-07-09,
1036419610,2018-09-09,
1036419610,2018-03-19,
1036419610,2018-05-19,
1036419610,2018-01-09,
1036419610,2018-05-19,
1036419610,2014-03-28,
1036419610,2018-11-09,
1036419610,2018-07-19,
1036419610,2015-07-03,
1036419610,2018-01-09,
1036419610,2018-07-09,
1036419610,2017-09-22,
1036419610,2018-09-09,
1036419610,2017-12-22,
1036419610,2015-11-03,
1036419610,2018-04-19,
1036419610,2018-04-09,
1036419610,2018-09-19,
1036419610,2015-12-03,
365691958,2015-08-14,
365691958,2016-10-17,
365691958,2017-01-30,
365691958,2015-12-14,
365691958,2005-05-21,1.0
365691958,2005-05-21,1.0
365691958,2006-09-30,2.0
365691958,2007-08-01,3.0
365691958,2007-08-01,3.0
365691958,2013-05-11,1.0
365691958,2015-11-14,
365691958,2016-01-17,
365691958,2019-07-11,
913722129,2015-04-16,1.0
913722129,2016-09-05,1.0
542068686,2016-11-23,
542068686,2011-06-18,1.0
542068686,2013-12-30,2.0
542068686,2013-07-30,2.0
542068686,2014-02-24,3.0
542068686,2014-07-24,3.0
542068686,2016-10-23,4.0
542068686,2016-02-23,4.0
1211100036,2014-11-24,
1211100036,2014-06-14,
1211100036,2015-03-21,
1211100036,2015-02-21,
1211100036,2015-05-21,
1211100036,2015-06-21,
1211100036,2015-08-21,
1211100036,2014-07-24,
1211100036,2014-01-24,
1211100036,2014-09-24,1.0
1211100036,2014-11-24,1.0
1211100036,2014-07-24,1.0
1211100036,2014-09-24,1.0
1211100036,2015-07-21,1.0
1211100036,2015-01-21,1.0
1211100036,2014-04-14,1.0
1048337586,2016-12-12,
1048337586,2016-08-12,1.0
544945907,2016-04-28,
544945907,2014-07-20,
593776346,2016-06-22,1.0
593776346,2018-03-16,
593776346,2018-02-16,
593776346,2018-05-16,
593776346,2018-03-16,
593776346,2018-06-16,
593776346,2019-08-17,
1081547914,2015-10-12,1.0
1081547914,2016-04-17,
1081547914,2017-03-26,
135643474,2016-11-28,
135643474,2015-01-04,
135643474,2015-09-22,
135643474,2014-10-16,
135643474,2012-04-21,
135643474,2012-08-14,
135643474,2014-12-27,
135643474,2014-02-10,
135643474,2014-10-16,
135643474,2014-10-16,
135643474,2016-10-28,
135643474,2012-02-14,
135643474,2012-07-21,
135643474,2012-07-01,
135643474,2016-06-28,
135643474,2018-02-07,
911167872,2014-08-28,
911167872,2012-09-27,1.0
911167872,2012-02-27,1.0
911167872,2013-08-23,2.0
911167872,2014-09-28,3.0
911167872,2014-08-28,3.0
911167872,2014-11-28,3.0
911167872,2014-04-28,3.0
911167872,2014-12-28,3.0
911167872,2014-01-28,3.0
911167872,2014-01-28,3.0
911167872,2014-02-28,3.0
911167872,2014-09-28,3.0
911167872,2016-10-23,4.0
911167872,2019-10-09,
911167872,2019-06-09,
809128331,2016-10-16,
809128331,2014-10-29,
809128331,2014-04-29,1.0
809128331,2014-01-29,1.0
809128331,2014-08-29,1.0
809128331,2016-07-16,2.0
809128331,2016-11-16,
809128331,2014-07-29,
809128331,2020-09-30,
809128331,2020-08-30,
809128331,2014-12-29,
809128331,2020-11-30,
809128331,2020-03-30,
809128331,2020-08-30,
809128331,2020-02-29,
809128331,2020-11-30,
959191590,2015-11-05,
959191590,2016-02-29,
959191590,2016-07-26,
959191590,2016-09-06,
959191590,2016-09-30,
959191590,2016-04-30,
959191590,2013-08-05,1.0
959191590,2013-04-05,1.0
959191590,2013-03-25,2.0
959191590,2015-01-05,1.0
959191590,2016-09-06,1.0
959191590,2016-05-06,
959191590,2017-03-18,
959191590,2016-04-30,
959191590,2014-08-07,1.0
959191590,2018-08-29,
959191590,2018-09-29,
959191590,2018-07-16,
959191590,2018-01-16,
959191590,2018-04-16,
959191590,2018-03-16,
959191590,2018-10-16,
959191590,2018-08-16,
959191590,2018-08-16,
959191590,2018-01-16,
959191590,2018-12-16,
959191590,2018-09-16,
959191590,2018-02-03,
959191590,2018-12-03,
959191590,2018-04-03,
959191590,2018-07-25,
959191590,2018-12-25,
959191590,2018-03-25,
959191590,2016-03-06,
959191590,2018-01-16,
959191590,2014-03-07,
959191590,2016-04-30,
46151953,2018-04-30,
46151953,2019-11-23,
46151953,2019-12-23,
46151953,2019-06-23,
46151953,2019-02-23,
46151953,2019-10-23,
322575134,2015-07-09,1.0
322575134,2015-11-09,1.0
322575134,2015-07-11,2.0
322575134,2015-03-11,2.0
1053526863,2016-09-26,
1053526863,2014-02-13,
1053526863,2014-03-13,1.0
1053526863,2014-08-03,2.0
1053526863,2016-05-26,3.0
1053526863,2016-01-26,3.0
1053526863,2016-08-26,3.0
1053526863,2016-09-26,3.0
1053526863,2014-02-13,
1053526863,2016-08-26,
1053526863,2016-05-26,
314987181,2017-02-10,
314987181,2017-03-10,
314987181,2017-10-10,
448941740,2015-07-15,
448941740,2015-10-09,
448941740,2016-05-19,
448941740,2016-04-19,
448941740,2016-03-19,
448941740,2015-07-14,
448941740,2016-04-19,
448941740,2014-01-14,
448941740,2015-10-09,
448941740,2016-03-19,
448941740,2014-06-14,
448941740,2016-09-19,
448941740,2015-05-09,
448941740,2015-02-14,
448941740,2016-12-19,0.0
448941740,2016-07-19,0.0
448941740,2016-04-19,0.0
448941740,2015-05-09,0.0
448941740,2015-03-14,0.0
448941740,2018-03-12,
448941740,2018-05-12,
448941740,2018-11-12,
448941740,2018-08-12,
448941740,2018-11-03,
448941740,2018-11-03,
448941740,2018-08-12,
448941740,2018-03-12,
448941740,2016-06-19,
448941740,2018-02-12,
448941740,2016-09-19,
448941740,2019-01-22,
448941740,2016-05-19,
448941740,2018-04-12,
448941740,2016-09-19,
448941740,2018-08-12,
448941740,2019-07-22,
448941740,2016-05-19,
448941740,2016-04-19,0.0
448941740,2015-02-14,0.0
448941740,2016-12-19,0.0
448941740,2015-02-09,0.0
448941740,2016-08-19,0.0
615363442,2015-02-10,
615363442,2015-01-10,
615363442,2015-12-10,
615363442,2015-04-10,
615363442,2015-06-10,
615363442,2016-06-15,
615363442,2015-04-10,
615363442,2015-04-10,
615363442,2015-05-10,
191390596,2016-04-04,
191390596,2016-09-04,
191390596,2011-06-15,1.0
191390596,2013-10-28,1.0
191390596,2013-12-28,1.0
191390596,2016-12-04,
762715586,2013-04-09,
762715586,2007-11-26,
762715586,2006-09-13,
762715586,2009-12-21,
762715586,2011-02-07,
762715586,2017-01-24,
762715586,2009-03-05,
762715586,2009-04-21,
762715586,2009-01-21,
762715586,2017-05-24,
762715586,2017-08-24,
762715586,2015-12-26,
762715586,2016-08-04,
762715586,2009-08-21,
762715586,2016-02-04,
762715586,2012-01-24,
762715586,2007-11-26,
762715586,2009-10-05,
762715586,2009-06-21,
762715586,2012-02-24,
762715586,2004-05-16,
762715586,2006-02-13,
762715586,2015-05-26,
762715586,2006-12-13,
762715586,2015-10-26,
762715586,2007-02-26,
762715586,2011-09-07,
762715586,2011-10-07,
762715586,2013-11-17,
762715586,2015-05-26,
762715586,2014-05-05,
762715586,2017-05-25,
762715586,2015-06-26,
762715586,2017-12-19,
762715586,2018-03-28,0.0
762715586,2018-12-28,0.0
762715586,2018-11-28,0.0
762715586,2018-04-28,0.0
762715586,2019-05-26,
762715586,2019-04-26,
762715586,2019-08-26,
762715586,2019-08-26,
762715586,2018-02-28,0.0
762715586,2018-04-28,0.0
762715586,2018-07-28,0.0
762715586,2018-04-28,0.0
762715586,2017-03-24,
762715586,2004-04-16,
762715586,2020-07-27,
762715586,2020-07-27,
762715586,2020-09-27,
762715586,2020-03-27,
806006794,2016-03-20,
806006794,2014-05-09,
806006794,2015-01-02,
806006794,2014-02-09,1.0
806006794,2018-07-15,
806006794,2018-02-15,
806006794,2018-02-15,
806006794,2018-09-15,
806006794,2014-01-09,
286466904,2016-07-17,
286466904,2017-04-23,
286466904,2017-11-26,
286466904,2017-08-26,
286466904,2017-06-26,
286466904,2017-04-26,
286466904,2017-05-26,
286466904,2017-07-26,
286466904,2017-07-26,
485458588,2016-06-18,
485458588,2014-12-23,
485458588,2014-06-23,
485458588,2011-11-16,2.0
485458588,2013-07-29,3.0
485458588,2013-07-29,3.0
485458588,2014-10-23,1.0
485458588,2016-11-18,1.0
485458588,2016-12-18,1.0
485458588,2002-06-30,
485458588,2013-01-06,
485458588,2014-04-23,1.0
485458588,2013-10-29,
485458588,2014-04-23,
485458588,2014-05-23,
485458588,2013-04-06,
485458588,2016-10-18,
485458588,2002-10-31,
485458588,2016-03-18,
739337304,2016-02-16,
739337304,2016-04-16,
739337304,2015-03-11,
739337304,2017-05-07,
739337304,2017-10-02,
739337304,2017-10-07,
739337304,2017-01-07,
739337304,2017-06-07,
739337304,2017-11-02,
739337304,2017-12-07,
739337304,2017-10-07,
739337304,2017-05-07,
739337304,2017-05-07,
739337304,2018-05-29,
739337304,2018-04-29,
739337304,2018-05-29,
739337304,2018-08-29,
739337304,2018-05-29,
739337304,2018-06-29,
739337304,2018-02-23,
739337304,2018-12-03,
260288104,2017-03-11,
260288104,2015-11-03,
260288104,2015-06-03,
107984557,2016-04-17,1.0
186993512,2015-06-15,
186993512,2015-07-15,
186993512,2016-09-07,
186993512,2016-12-07,
186993512,2019-04-06,
186993512,2019-07-06,
186993512,2019-04-06,
186993512,2019-06-06,
186993512,2019-05-06,
186993512,2019-12-06,
186993512,2019-06-06,
605940031,2016-10-05,1.0
605940031,2016-06-05,1.0
605940031,2018-12-06,0.0
605940031,2018-04-06,0.0
605940031,2018-08-06,0.0
605940031,2018-11-06,0.0
605940031,2018-11-06,
605940031,2018-05-06,
605940031,2018-09-06,
605940031,2018-09-06,
605940031,2018-06-06,
605940031,2018-08-06,
605940031,2018-04-06,0.0
605940031,2018-05-06,0.0
605940031,2018-12-06,0.0
605940031,2018-12-06,0.0
984272960,2016-01-23,
984272960,2016-03-23,
984272960,2015-08-02,
984272960,2016-10-23,
984272960,2016-10-23,
984272960,2015-09-09,
984272960,2014-05-10,
984272960,2004-05-27,
984272960,2004-12-27,
984272960,2007-10-07,
984272960,2007-02-07,
984272960,2005-10-28,
984272960,2007-06-07,
984272960,2013-02-26,
984272960,2004-10-27,
984272960,2007-09-07,
984272960,2010-10-19,
984272960,2008-12-16,
984272960,2003-12-11,
984272960,2010-10-19,
984272960,2014-12-10,
984272960,2002-10-28,
984272960,2010-09-19,0.0
984272960,2004-11-27,0.0
984272960,2002-12-28,0.0
984272960,2010-08-19,0.0
984272960,2002-12-28,0.0
984272960,2004-07-27,0.0
941312369,2017-07-22,
941312369,2019-10-15,
941312369,2019-10-15,
941312369,2017-06-22,
190424443,2017-09-09,
190424443,2017-01-09,
190424443,2017-11-09,
190424443,2017-06-09,
190424443,2017-06-21,
190424443,2017-11-09,
190424443,2017-07-09,
190424443,2017-04-09,
190424443,2017-03-09,
901200697,2016-08-22,
901200697,2014-01-18,1.0
901200697,2014-12-18,
79522049,2016-01-19,
79522049,2014-01-24,
79522049,2014-05-24,
79522049,2014-08-24,
134139877,2017-12-09,
134139877,2017-05-14,
134139877,2017-07-14,
134139877,2017-07-11,
134139877,2017-07-11,
134139877,2017-04-14,
505069886,2016-08-24,
505069886,2016-06-24,
505069886,2014-09-09,
505069886,2014-11-09,1.0
27029582,2016-01-07,
27029582,2016-07-17,
27029582,2008-11-09,1.0
285546900,2015-02-21,
285546900,2015-11-02,
285546900,2015-04-02,
285546900,2014-11-08,
285546900,2014-04-08,
285546900,2015-08-02,1.0
285546900,2014-03-08,
285546900,2015-11-21,0.0
285546900,2014-05-08,0.0
27679069,2013-12-26,
27679069,2013-07-26,
27679069,2014-01-20,
27679069,2014-03-20,
27679069,2016-02-25,
27679069,2002-01-06,1.0
27679069,2003-08-12,2.0
27679069,2005-01-24,3.0
27679069,2008-03-25,4.0
27679069,2008-05-02,5.0
27679069,2008-12-02,5.0
27679069,2008-08-02,5.0
27679069,2008-05-02,5.0
27679069,2009-12-02,6.0
27679069,2009-01-02,6.0
27679069,2009-10-02,6.0
27679069,2009-10-02,6.0
27679069,2009-06-26,7.0
27679069,2009-02-26,7.0
27679069,2009-05-26,7.0
27679069,2009-10-26,7.0
27679069,2009-09-26,7.0
27679069,2009-10-13,8.0
27679069,2009-10-13,8.0
27679069,2010-05-27,9.0
27679069,2010-12-27,9.0
27679069,2010-11-27,9.0
27679069,2011-01-04,10.0
27679069,2011-09-04,10.0
27679069,2011-11-04,10.0
27679069,2011-05-23,11.0
27679069,2011-11-23,11.0
27679069,2014-01-20,
27679069,2016-08-25,0.0
27679069,2014-03-20,0.0
27679069,2013-05-26,0.0
27679069,2016-08-13,0.0
27679069,2016-05-13,0.0
27679069,2016-05-13,0.0
27679069,2016-02-13,0.0
27679069,2013-09-26,0.0
27679069,2016-07-25,0.0
27679069,2014-10-20,0.0
1027042130,2014-11-10,2.0
1027042130,2014-05-10,2.0
1027042130,2015-08-24,3.0
1027042130,2019-08-22,
339799733,2016-04-02,
339799733,2016-03-02,
339799733,2018-06-08,0.0
339799733,2018-06-08,0.0
339799733,2018-02-08,0.0
339799733,2018-04-08,0.0
339799733,2016-11-02,
339799733,2018-07-08,0.0
339799733,2018-06-08,0.0
339799733,2018-03-08,0.0
146979530,2011-11-19,3.0
146979530,2011-12-19,3.0
146979530,2011-06-19,3.0
146979530,2011-10-19,3.0
146979530,2012-11-24,4.0
146979530,2013-10-09,5.0
146979530,2013-08-09,5.0
146979530,2014-07-01,6.0
146979530,2014-09-01,6.0
146979530,2012-03-24,0.0
146979530,2012-07-24,0.0
1053637916,2014-11-26,
1053637916,2015-02-28,
1053637916,2016-05-29,
1053637916,2010-10-08,1.0
1053637916,2015-02-28,1.0
1053637916,2010-10-08,1.0
116240026,2017-09-01,
1115651462,2014-07-03,
1115651462,2016-04-02,
1115651462,2005-01-14,1.0
1115651462,2008-02-01,2.0
1115651462,2008-04-01,2.0
1115651462,2008-10-01,2.0
1115651462,2008-11-10,3.0
1115651462,2008-07-10,3.0
1115651462,2008-03-10,3.0
1115651462,2008-08-10,3.0
1115651462,2009-07-03,4.0
1115651462,2009-06-03,4.0
1115651462,2009-10-09,5.0
1115651462,2011-11-30,6.0
1115651462,2012-07-09,7.0
1115651462,2012-09-25,8.0
1115651462,2014-11-03,
1115651462,2014-05-03,0.0
1115651462,2019-02-18,
1115651462,2019-05-18,
244394472,2008-11-25,1.0
244394472,2011-09-09,2.0
244394472,2012-05-15,3.0
244394472,2014-08-10,1.0
244394472,2014-09-17,1.0
244394472,2014-09-17,1.0
244394472,2016-06-02,1.0
244394472,2014-11-17,
244394472,2016-08-02,
244394472,2014-06-21,
244394472,2016-06-02,
244394472,2014-03-21,
651474128,2015-11-25,
651474128,2013-10-06,
651474128,2016-03-17,
651474128,2007-07-26,1.0
651474128,2007-08-26,1.0
651474128,2009-07-25,2.0
651474128,2009-12-25,2.0
651474128,2009-05-25,2.0
651474128,2009-07-25,2.0
651474128,2009-11-25,2.0
477804093,2014-05-08,
477804093,2013-12-18,1.0
477804093,2013-04-18,1.0
477804093,2013-04-18,1.0
477804093,2013-05-18,1.0
477804093,2014-11-22,2.0
477804093,2014-11-22,2.0
477804093,2014-12-08,3.0
477804093,2014-12-08,3.0
477804093,2014-09-08,3.0
477804093,2015-08-20,4.0
477804093,2015-01-20,4.0
477804093,2015-12-20,4.0
477804093,2016-03-11,5.0
1188355818,2014-04-07,1.0
1188355818,2014-12-07,1.0
1188355818,2014-09-07,1.0
1188355818,2014-04-07,1.0
22571132,2014-05-04,
22571132,2014-07-04,
22571132,2015-03-25,
22571132,2014-10-04,
22571132,2014-03-04,
22571132,2014-02-04,
22571132,2015-01-31,
22571132,2017-06-28,
22571132,2013-05-23,
22571132,2014-06-04,
22571132,2015-07-31,
22571132,2014-01-04,
22571132,2014-10-04,
22571132,2015-10-25,
22571132,2017-05-28,
22571132,2017-04-28,
22571132,2015-11-25,
22571132,2014-12-04,
22571132,2014-05-04,
22571132,2014-10-29,
22571132,2014-01-29,
22571132,2014-11-04,
22571132,2014-10-29,
22571132,2013-08-23,
22571132,2014-07-04,
22571132,2015-01-25,
22571132,2017-01-28,
22571132,2014-10-04,2.0
22571132,2014-06-04,2.0
22571132,2014-01-04,2.0
22571132,2015-03-25,4.0
22571132,2015-02-28,5.0
22571132,2015-08-31,5.0
22571132,2017-02-14,
22571132,2019-04-16,
1162074182,2016-05-06,
1162074182,2015-01-06,
1162074182,2015-08-06,
1162074182,2014-06-09,
1162074182,2015-02-06,
1162074182,2017-04-27,
1162074182,2014-12-09,
1162074182,2016-09-06,
1162074182,2015-10-06,2.0
877295336,2014-10-25,
877295336,2015-09-15,
877295336,2014-06-08,
877295336,2012-08-03,1.0
877295336,2014-07-25,1.0
85013811,2012-04-15,
85013811,2011-07-28,2.0
85013811,2011-08-28,2.0
85013811,2011-06-28,2.0
85013811,2012-10-15,3.0
85013811,2012-05-15,3.0
85013811,2012-01-15,3.0
85013811,2012-01-15,3.0
85013811,2014-10-11,4.0
85013811,2014-03-11,4.0
85013811,2019-03-21,
85013811,2014-01-11,
85013811,2019-09-21,
85013811,2011-03-28,
1164440740,2016-02-08,
1164440740,2011-09-22,
1164440740,2011-05-12,2.0
1164440740,2011-09-12,2.0
1164440740,2011-01-22,3.0
1164440740,2014-04-06,4.0
1164440740,2014-04-06,4.0
1164440740,2016-10-08,6.0
1164440740,2018-08-17,
1164440740,2018-12-17,
1164440740,2018-05-17,
1164440740,2018-09-17,
1164440740,2018-03-17,
1164440740,2018-11-17,
1164440740,2018-08-17,
1164440740,2018-11-17,
1164440740,2011-11-22,
1164440740,2016-06-08,
1164440740,2018-03-17,
1164440740,2014-04-06,
834101033,2016-05-06,
63563948,2013-06-27,
63563948,2011-10-25,1.0
63563948,2013-08-27,2.0
63563948,2013-06-27,2.0
63563948,2014-10-24,3.0
63563948,2014-10-24,3.0
63563948,2015-03-27,4.0
63563948,2018-01-23,
63563948,2018-11-23,
63563948,2018-09-23,
63563948,2014-04-24,
63563948,2013-04-27,
63563948,2015-01-27,
63563948,2011-11-25,
390006605,2014-09-24,2.0
390006605,2014-12-24,2.0
390006605,2015-05-27,3.0
390006605,2015-03-27,3.0
390006605,2016-12-11,5.0
778683344,2015-10-28,
778683344,2015-10-28,1.0
778683344,2015-08-28,1.0
778683344,2015-04-28,1.0
907172901,2017-03-21,
907172901,2015-11-29,
907172901,2015-02-09,
907172901,2013-04-19,
907172901,2015-04-09,
907172901,2015-10-22,
907172901,2014-08-05,
907172901,2013-01-19,
907172901,2017-09-21,
907172901,2015-08-29,
907172901,2015-07-22,
907172901,2016-10-30,
907172901,2014-10-04,
907172901,2014-01-05,
907172901,2017-01-21,
907172901,2014-04-05,
907172901,2015-10-22,
907172901,2015-08-29,
907172901,2014-01-04,
907172901,2014-06-05,
907172901,2014-04-05,
907172901,2014-06-04,
907172901,2014-10-05,
907172901,2013-06-19,
907172901,2015-07-29,
907172901,2015-07-09,
907172901,2016-05-30,
907172901,2017-09-21,0.0
907172901,2016-04-30,0.0
907172901,2016-05-30,0.0
907172901,2015-01-22,0.0
907172901,2015-04-22,0.0
907172901,2015-01-22,0.0
907172901,2015-05-09,0.0
907172901,2015-09-29,0.0
907172901,2014-12-04,0.0
907172901,2014-03-04,0.0
907172901,2014-09-05,0.0
907172901,2014-05-05,0.0
907172901,2014-06-05,0.0
907172901,2014-06-05,0.0
907172901,2014-11-05,0.0
907172901,2016-09-30,0.0
907172901,2016-04-30,0.0
907172901,2015-04-22,0.0
907172901,2014-01-05,0.0
907172901,2014-10-05,0.0
907172901,2014-09-05,0.0
907172901,2015-01-09,0.0
907172901,2014-12-05,0.0
907172901,2015-03-22,0.0
907172901,2014-02-04,0.0
907172901,2015-02-22,0.0
907172901,2014-10-05,0.0
907172901,2015-01-29,0.0
907172901,2017-10-21,0.0
907172901,2014-01-04,0.0
384031993,2015-03-10,
384031993,2014-05-24,
665265872,2014-11-29,
665265872,2014-11-29,6.0
665265872,2014-01-29,6.0
665265872,2014-04-29,6.0
665265872,2018-09-09,
665265872,2018-06-09,
665265872,2018-05-09,
665265872,2018-06-09,
665265872,2018-06-09,
665265872,2018-02-09,
665265872,2018-09-09,
665265872,2018-08-09,
665265872,2018-11-09,
665265872,2014-05-29,
665265872,2018-12-09,
665265872,2018-02-09,
242891856,2013-03-29,
242891856,2011-10-14,1.0
242891856,2011-06-14,1.0
242891856,2015-05-30,3.0
242891856,2015-04-30,3.0
242891856,2015-06-30,3.0
1160060487,2016-12-04,1.0
1160060487,2018-06-28,
879940872,2015-02-15,1.0
879940872,2015-06-15,1.0
1040090355,2015-07-15,
1040090355,2011-07-04,1.0
1040090355,2011-08-04,1.0
1040090355,2014-12-28,2.0
1040090355,2014-10-28,2.0
1040090355,2015-06-15,3.0
1040090355,2016-10-28,4.0
564221224,2016-03-06,
564221224,2016-12-06,
502394739,2019-07-13,
502394739,2019-01-13,
502394739,2019-12-13,
502394739,2019-07-13,
761613431,2017-07-15,
882170810,2014-12-27,
882170810,2015-09-23,
882170810,2016-06-24,
882170810,2016-11-24,
882170810,2017-12-30,
882170810,2014-12-27,
882170810,2017-11-30,
882170810,2017-04-30,
882170810,2017-10-30,
1107971885,2014-12-21,
1107971885,2016-09-19,
1107971885,2010-01-08,1.0
1107971885,2010-10-08,1.0
247219966,2017-05-22,
247219966,2016-08-23,
247219966,2015-10-29,
247219966,2017-12-22,
247219966,2017-11-30,
247219966,2017-10-22,
247219966,2017-05-22,
247219966,2016-11-23,
247219966,2015-07-29,1.0
247219966,2016-03-23,2.0
247219966,2018-05-05,
247219966,2018-08-05,
