entid,ANCHEYEAR,INV,TRANSAMPR,TRANSAMAFT,ALTDATE
97762868,2018,2731,70.01660502,0.130506158,
97762868,2018,285,0.506094844,69.70406019,2018/12/9
97762868,2018,2731,0.608468464,71.36835829,2018/3/11
800940833,2015,2720,40.63714825,22.8392494,2015/1/7
800940833,2015,2018,-0.071729481,15.02043903,2015/9/7
377208493,2016,397,0.748704776,100.1724736,2016/5/27
377208493,2016,2385,7.930671313,0.150702846,2016/2/27
377208493,2016,2579,1.010661454,0.790405145,2016/4/27
377208493,2016,2664,8.789105443,0.145823399,2016/10/27
377208493,2016,2559,4.921327936,-0.254520694,2016/10/27
377208493,2016,410,19.18521424,0.710359567,2016/8/27
377208493,2016,416,15.24607524,0.354963364,2016/1/27
377208493,2016,2632,1.670107263,1.005368032,2016/8/27
377208493,2016,429,2.482007187,-0.017420398,2016/4/27
377208493,2016,1246,33.87893043,-0.243928009,2016/1/27
377208493,2016,408,8.123308739,0.91343371,2016/12/27
359269984,2015,1223,49.05282024,71.0273661,2015/1/9
359269984,2015,1471,50.50302483,30.32467667,2015/8/9
1126510029,2014,967,39.86492393,69.33061864,2014/3/25
1126510029,2014,1064,0.129435261,15.85725575,2014/7/25
1126510029,2014,927,-0.5034457,14.54052851,2014/8/25
1005144343,2015,1130,52.01461808,79.96919855,2015/11/20
1036419610,2018,1649,-1.741161661,101.8492772,2018/3/8
1036419610,2018,772,98.97418725,1.472177697,2018/8/8
1211100036,2015,2307,58.24664111,35.20858643,2015/1/12
1211100036,2015,1983,39.89132933,-0.298313191,2015/3/12
911167872,2014,936,-0.356967823,52.08623884,2014/5/28
911167872,2014,2161,-0.650729389,51.48913042,2014/3/28
959191590,2016,1903,-0.242450443,89.29713526,2016/10/13
1053526863,2016,1379,58.55215629,99.40236292,2016/3/25
1053526863,2016,1110,38.69841061,0.580356779,2016/9/25
448941740,2016,2743,-0.695204471,99.51980934,2016/11/12
448941740,2016,2568,0.102058721,0.948719146,2016/2/12
615363442,2015,2121,71.42401566,25.34165273,2015/2/10
615363442,2015,1848,28.6590091,0.997504917,2015/3/10
615363442,2015,2120,0.795173474,73.81599722,2015/10/10
485458588,2014,2611,1.459509961,6.474095415,2014/9/15
485458588,2014,2604,24.92018352,-1.015020887,2014/1/15
485458588,2014,2606,-0.763713776,18.01499113,2014/12/15
739337304,2017,2677,1.017316757,16.06411993,2017/1/25
739337304,2017,1900,71.11087496,59.1204543,2017/11/25
739337304,2017,2049,29.98125097,26.48821826,2017/10/25
739337304,2018,2677,15.74323936,0.689576489,2018/2/25
739337304,2018,761,24.53246168,29.80428202,2018/6/25
739337304,2018,1900,59.33101019,70.35535545,2018/1/25
605940031,2018,1439,18.65216922,19.09440153,2018/8/5
605940031,2018,2132,79.01552001,81.76844712,2018/6/5
984272960,2016,298,0.452594347,-0.329955814,2016/8/22
984272960,2016,219,26.91824052,26.55013796,2016/6/22
22571132,2015,2169,98.28018095,0.331129223,2015/10/20
22571132,2015,2505,0.122488301,100.1032219,2015/6/20
22571132,2017,2543,1.457586751,99.99860817,2017/8/27
1164440740,2016,127,16.25594041,29.47273115,2016/11/15
63563948,2018,2502,94.90428872,69.8586715,2018/2/22
63563948,2018,2501,6.559545715,1.866413997,2018/11/22
63563948,2018,2555,-2.109480518,29.04725455,2018/1/22
664085822,2015,2449,77.16120896,90.86123205,2015/2/15
631096731,2015,535,18.75505633,-1.024269729,2015/1/29
631096731,2015,1949,-0.860574376,91.9010198,2015/5/29
631096731,2015,271,0.391907376,10.25064129,2015/9/29
631096731,2015,1928,79.41572242,-1.139376866,2015/1/29
1063940659,2015,908,0.924660481,97.78264406,2015/2/12
1063940659,2015,1469,98.2168254,0.585566265,2015/3/12
1015725051,2014,311,1.126954473,99.75767263,2014/7/17
905923094,2015,2532,42.87855932,-1.546289208,2015/7/23
905923094,2013,2655,-0.435337688,55.44356715,2013/11/4
905923094,2013,2532,-1.526726874,43.29327458,2013/1/4
905923094,2013,1436,44.70300272,0.991317019,2013/6/4
905923094,2013,1459,57.87036786,-0.560399053,2013/1/4
659646683,2013,736,-0.686112845,60.20435275,2013/6/6
1176562362,2014,2328,-1.742901662,21.21261245,2014/4/8
1176562362,2013,2065,45.0843726,69.48276408,2013/11/15
928700812,2015,1738,40.45839456,0.625352912,2015/2/24
928700812,2015,2017,59.14348954,-0.18971884,2015/1/24
1060849569,2016,222,100.0353694,99.21316749,2016/9/21
509121535,2013,1461,45.19448626,2.923518472,2013/12/21
509121535,2013,1032,54.76986232,4.612295976,2013/9/21
124664849,2018,811,49.01622867,51.51927744,2018/1/18
122854729,2015,458,0.871522973,49.93879963,2015/6/3
485493682,2016,26,-1.001151608,31.53947119,2016/8/1
485493682,2016,1365,29.90025697,1.118766276,2016/2/1
556838756,2014,2000,20.60972409,-0.533893704,2014/6/7
556838756,2014,421,0.019103937,19.0027228,2014/4/7
556838756,2017,1552,-1.469219892,19.80152033,2017/11/23
556838756,2017,421,19.35830672,-0.044801364,2017/3/23
679444756,2014,1978,-0.083527167,48.56044738,2015/4/3
679444756,2014,1651,32.54797447,-1.020350455,2015/12/3
679444756,2014,1352,17.78303659,0.09674855,2015/12/3
764542198,2015,1100,100.5699422,78.69795674,2015/10/11
764542198,2015,1139,-0.758708617,19.55257682,2015/6/11
649731201,2013,2265,-2.172024558,20.50713454,2013/7/1
649731201,2013,2200,-2.314274336,20.52728453,2013/2/1
1011068507,2013,1765,100.9436232,0.438222458,2014/10/24
1073680861,2014,432,89.28396147,59.46692468,2014/1/23
1073680861,2014,677,10.03317018,9.981199492,2014/7/23
1073680861,2014,2271,-2.171446626,28.05338306,2014/12/23
549190134,2015,1348,30.35326583,32.03241504,2018/6/25
299834469,2014,2722,93.72230381,97.78342215,2014/10/28
299834469,2014,699,6.346393823,2.771469301,2014/8/28
1018645353,2017,2692,69.23544575,-1.321673336,2017/8/25
1018645353,2017,1263,1.057920138,30.0348991,2017/4/25
1018645353,2017,255,28.9944591,-2.095542084,2017/12/25
1018645353,2017,809,-0.371957041,69.44435184,2017/3/25
1154098876,2014,543,0.735472812,4.751631381,2014/11/28
1154098876,2013,493,101.5999404,102.3635727,2006/9/16
957345191,2015,2525,101.311315,1.088996731,2015/9/19
957345191,2015,2746,-0.173075322,98.74181839,2015/1/19
1019081039,2016,710,50.25983328,-0.54871402,2016/8/19
1019081039,2016,2062,-0.186409519,0.00886089,2016/5/19
1019081039,2016,727,45.24672979,98.13172452,2016/8/19
969433259,2015,2670,51.70481483,51.33586073,2015/7/28
969433259,2015,2675,48.6176255,49.09905973,2015/3/28
969433259,2017,2377,1.548836137,47.78303594,2017/9/13
969433259,2017,2675,48.12449954,0.401478882,2017/10/13
969433259,2017,2670,51.02497322,-0.716892069,2017/12/13
969433259,2017,1000,-1.179098092,50.98372475,2017/12/13
640268003,2017,1200,49.31957173,-0.376427095,2017/1/12
640268003,2017,2635,-0.547366877,9.63594921,2017/1/12
640268003,2017,2482,51.47682666,89.10987095,2017/3/12
640268003,2018,2635,11.35323557,0.035500039,2018/8/28
640268003,2018,691,0.028729528,10.00601412,2018/2/28
589139545,2013,2661,41.48660294,44.80196166,2014/10/2
633603231,2016,2638,1.102880279,100.1454872,2016/9/20
633603231,2016,2771,99.42809224,1.627145227,2016/11/20
633603231,2016,274,-0.660172545,0.960645994,2016/1/20
402412625,2013,2734,0.608216506,66.02417408,2013/7/8
402412625,2013,1828,-1.368765443,31.67850901,2013/7/18
402412625,2014,1828,-0.240409803,33.15012107,2014/9/27
402412625,2014,717,34.31534265,66.95597727,2014/5/27
494019595,2013,942,80.15273912,89.7985853,2014/9/30
494019595,2013,2115,19.66946985,9.584080463,2014/3/30
494019595,2014,942,80.27158423,89.98886983,2014/2/28
494019595,2014,2115,20.37584691,9.026079092,2014/8/29
494019595,2015,2115,20.01437085,9.610673588,2014/7/29
494019595,2015,942,80.50576937,90.34892587,2014/10/29
478139581,2016,375,31.50229286,0.90110612,2016/9/25
478139581,2016,2032,68.8473208,98.92973053,2016/7/25
996594892,2017,1484,12.31219047,89.02667376,2017/5/5
3926205,2014,1680,30.06815815,-1.669474614,2014/7/13
3926205,2014,2557,1.49989404,29.18816285,2014/11/13
1099901168,2014,1092,99.65281029,0.200078628,2014/10/21
1099901168,2014,1091,0.777281121,99.09451957,2014/8/21
1127647717,2013,1315,34.9606159,32.39897474,2013/7/24
1127647717,2013,8,66.10488252,34.6155898,2013/7/24
1127647717,2013,1237,-0.163169458,33.33324504,2013/3/24
1127647717,2014,1314,20.345682,0.153862493,2014/1/10
1127647717,2014,240,30.2668096,37.42518037,2014/9/10
1127647717,2014,2596,29.18227153,42.86140196,2014/12/10
1127647717,2015,2690,0.098759799,4.215036394,2015/4/25
1127647717,2015,2434,9.460874865,-0.45136432,2015/2/23
1127647717,2017,2596,42.98028466,46.85488603,2017/3/15
1127647717,2017,1237,7.458064541,0.252300001,2017/9/15
969229259,2017,2574,34.13978526,0.381542067,2017/7/2
969229259,2017,2575,0.978100601,33.65911296,2017/1/2
1079769086,2015,723,10.96944746,1.731433464,2015/1/15
1079769086,2015,1355,88.834572,44.66171327,2013/7/12
1079769086,2015,1358,-0.172952312,55.7639895,2015/7/15
150481980,2013,985,80.89758315,1.327074894,2013/4/27
150481980,2013,1605,0.607667833,102.5205281,2013/2/27
150481980,2013,902,19.64368171,1.162908316,2013/8/27
888006352,2017,1822,4.671331933,3.553403495,2016/6/12
353015776,2015,1232,51.03445751,0.23087651,2015/10/17
353015776,2015,731,48.68558973,97.56092969,2015/11/17
353015776,2016,731,98.04879425,98.59731206,2016/2/20
353015776,2016,1232,1.845807979,-0.507677209,2016/3/20
992755686,2013,1892,78.65577472,81.43086094,2004/5/27
992755686,2013,1819,21.02260785,20.45069053,2004/7/27
80650302,2015,1729,50.30100805,0.421014969,2015/2/14
80650302,2015,238,49.46364073,2.415944992,2015/2/14
80650302,2015,185,0.583341945,96.62263648,2015/12/14
80650302,2015,203,-0.402447026,4.298093945,2015/7/18
490056231,2015,1248,92.36657752,-1.143514788,2015/12/21
490056231,2015,1220,0.380631957,88.32635003,2015/7/21
8962744,2013,469,10.22279034,1.04189232,2014/2/6
8962744,2013,475,89.33890252,100.1112607,2014/11/6
30179898,2015,2589,24.50474577,-0.288455207,2015/10/23
30179898,2015,2665,76.13854823,100.8175892,2015/6/23
982212073,2014,1324,11.07232667,14.21350064,2014/11/22
982212073,2014,1278,73.69538673,72.24568457,2014/4/22
982212073,2014,1283,15.38354913,13.40949658,2014/4/22
330104774,2015,2650,0.044209036,60.81224654,2015/8/11
330104774,2015,2651,59.00044207,1.211374731,2015/2/11
881733001,2015,2489,101.9359491,-1.323948419,2015/9/15
881733001,2015,2490,0.894031825,100.0639748,2015/2/15
648101274,2015,1286,59.18373839,70.90765236,2015/12/16
648101274,2015,2273,0.688176258,30.85149561,2015/7/16
609343642,2014,708,79.9688171,0.566389817,2014/6/21
609343642,2014,1175,21.08383637,21.02991152,2014/6/21
609343642,2014,709,0.501951025,80.42977787,2014/11/21
609343642,2013,2116,100.1024974,-0.194304801,2013/12/10
609343642,2013,1175,1.011865092,19.20317111,2013/5/10
609343642,2013,708,0.337258802,80.37827173,2013/5/10
609343642,2015,709,80.46063805,80.47840412,2015/8/30
609343642,2015,1175,19.6738099,20.08839346,2015/8/30
1168523424,2014,910,11.64720967,10.74375721,2014/12/16
572389165,2013,801,94.82602542,95.56979771,2012/11/12
572389165,2014,801,94.83365215,100.8481994,2014/3/20
572389165,2018,778,-0.086136519,13.88285774,2018/4/7
572389165,2018,945,0.289753216,6.81031381,2018/12/7
572389165,2018,1141,1.224809937,2.879684607,2018/10/7
572389165,2018,874,-0.768642369,3.813130509,2018/7/7
572389165,2018,2075,0.895123725,8.596138238,2018/9/7
572389165,2018,801,100.1963539,0.80908221,2018/7/7
572389165,2018,2547,0.047757226,32.97274516,2018/6/7
572389165,2018,1476,0.612846504,32.89804604,2018/2/7
516771389,2016,1440,2.109503657,0.187255488,2017/12/13
7313378,2014,786,49.75691596,101.4269864,2014/6/26
7313378,2015,911,-0.585524234,100.1938586,2015/9/16
834948383,2016,180,1.131826012,100.3705587,2016/8/14
385679217,2013,1752,58.97580666,38.91744999,2013/4/6
385679217,2013,1374,1.859293242,59.60944126,2013/3/6
385679217,2013,1408,40.65430305,-0.209756283,2013/12/6
317023801,2017,2373,0.044498374,32.78895514,2017/3/25
317023801,2017,1841,0.069780823,30.85668963,2017/3/25
317023801,2017,2615,89.34077258,1.078421747,2017/10/25
317023801,2017,2510,-0.481805837,33.12187375,2017/10/25
317023801,2017,1415,9.847716673,-1.489282718,2017/11/25
1096071798,2015,1115,70.79466828,81.97234623,2015/9/10
1096071798,2015,1700,-0.473005901,19.93617102,2015/7/10
283622537,2015,2600,20.81810099,-0.952518676,2015/4/24
283622537,2015,83,63.82009518,97.86783054,2015/6/24
283622537,2015,82,15.48429798,1.23486807,2015/11/24
207321877,2018,2405,51.27511482,-1.968348334,2018/8/12
207321877,2018,2114,-1.974598893,80.30701535,2018/9/12
207321877,2018,2464,1.659692649,18.58319043,2018/5/12
207321877,2018,269,49.61753461,0.268086242,2018/1/12
312906668,2014,616,1.510487462,31.06124033,2010/12/5
312906668,2014,1235,-1.186226244,70.61480878,2010/2/5
312906668,2013,616,-0.464436764,30.40869478,2010/11/5
312906668,2013,1235,-0.498769203,70.72782402,2010/3/5
1175857829,2013,1269,0.07180929,89.42542061,2013/3/17
1175857829,2013,1868,-0.004316822,9.205212845,2013/8/17
1175857829,2014,1019,-1.704090178,90.35659739,2014/2/17
420043119,2014,346,0.974764786,99.92679157,2014/10/7
526173030,2017,211,8.958403037,1.41894984,2017/9/29
526173030,2017,317,42.03755756,79.0552974,2017/7/29
526173030,2017,1916,-0.352630528,11.19884928,2017/5/29
526173030,2017,1847,49.62282862,7.794572868,2017/7/29
695969858,2014,2290,49.12848238,51.99809683,2014/8/28
695969858,2015,915,51.34330616,-0.865106028,2015/10/4
695969858,2015,2290,2.545755543,50.13743041,2015/10/4
532703855,2014,1746,-1.258574434,10.29961206,2014/6/13
532703855,2014,955,9.366895516,-1.109772397,2014/8/13
532703855,2014,2066,89.43152138,0.549832282,2014/3/13
532703855,2014,1703,-1.179121528,89.01369161,2014/2/13
532703855,2015,1703,98.75591815,96.44806202,2015/5/29
651980813,2015,1710,-1.080516345,61.00705174,2016/6/25
651980813,2015,98,100.0328631,38.66805043,2016/12/25
651980813,2016,98,100.2474328,40.09090171,2016/8/24
651980813,2016,1710,-1.331270925,58.3282979,2016/1/24
400816559,2014,973,49.5155074,50.46597564,2014/6/30
154269402,2017,1044,33.14750434,98.51874345,2017/3/29
1152033604,2015,1733,58.65941872,1.004576196,2015/5/29
1152033604,2015,640,9.447547977,-0.447250694,2015/3/29
1152033604,2015,2146,0.778314418,60.74693084,2015/2/28
1152033604,2015,947,-0.417984845,9.900752657,2015/2/28
1152033604,2015,48,28.65813669,-0.5888529,2015/5/29
1152033604,2015,852,0.349183118,29.2308021,2015/2/28
276340734,2015,291,4.552629231,1.70412584,2015/11/5
276340734,2015,302,96.16616572,97.68650141,2015/10/5
95841772,2015,263,21.47114565,-0.394658248,2015/8/12
95841772,2015,1914,19.92566732,-0.853844883,2015/1/12
95841772,2015,2288,2.278142442,39.08541644,2015/9/12
102986631,2014,1303,99.85364299,100.7151743,2014/2/10
102986631,2015,1303,100.8759994,99.14667257,2014/9/10
588112005,2018,711,89.93650949,99.81986133,2018/7/11
588112005,2018,2229,10.43173458,1.060358769,2018/2/11
1228040547,2015,2041,34.27914491,36.87801988,2015/6/9
1228040547,2015,808,5.209592897,-0.135354342,2015/11/9
1228040547,2015,2153,59.60405315,62.54180206,2015/10/9
1061266812,2017,590,100.865984,99.38733869,2017/2/13
1114869955,2017,1728,52.41329182,4.770473736,2017/12/11
1114869955,2017,1727,48.64223018,94.57786451,2017/7/11
814597773,2014,2346,5.301157377,6.292413318,2014/4/25
814597773,2014,221,11.17411033,12.58023557,2014/4/25
814597773,2014,384,2.7821213,5.83267306,2014/12/25
814597773,2014,1368,6.045887469,6.304571346,2014/2/25
814597773,2014,1156,5.417946656,6.640953785,2014/9/25
814597773,2014,374,15.59322601,17.37663822,2014/9/25
814597773,2014,310,8.299292504,6.84427389,2014/11/25
814597773,2014,879,1.115821964,4.219977804,2014/7/25
814597773,2014,2466,2.623824969,2.193374219,2014/2/25
193863349,2015,223,50.72695542,29.76662334,2009/7/29
193863349,2015,314,49.7964659,68.4238003,2009/3/29
1031288467,2014,1494,-0.36422367,99.30542034,2014/10/3
1031288467,2013,2452,-1.116742645,101.2776988,2013/12/18
1220362373,2014,160,30.90021035,30.80007609,2014/3/24
1220362373,2014,1403,32.57437206,67.6292975,2014/11/24
1220362373,2013,1517,-1.340004997,20.07776206,2014/3/13
1220362373,2013,390,30.72369463,20.68176783,2014/12/13
1220362373,2013,1403,35.32303351,30.0569936,2014/1/13
1220362373,2013,160,34.164396,32.01870896,2014/6/13
1220362373,2015,1403,69.67812165,100.3423891,2016/5/4
1220362373,2015,160,30.87521598,-0.39482423,2015/5/4
1220362373,2016,1693,-0.91378929,100.8053137,2017/5/21
1220362373,2016,1403,99.75910283,-0.807723261,2017/7/21
1220362373,2018,2756,-0.699206452,100.1766754,2018/3/13
520185630,2018,1806,101.4014188,0.463756342,2019/4/28
1110974433,2014,448,0.477402842,12.0369501,2014/10/31
1110974433,2014,1192,11.84437154,-0.290944708,2014/4/30
1022581931,2016,2050,59.79894767,-1.379384858,2016/3/26
1022581931,2016,813,39.69988156,1.111830314,2016/8/26
1022581931,2016,1088,0.074599121,59.32866096,2016/10/26
1022581931,2016,503,-0.020556841,40.36282199,2016/9/26
775729604,2014,228,-0.934208388,42.83270522,2014/3/8
775729604,2014,752,39.45386418,57.82611493,2014/8/8
1070744320,2014,1755,48.86191826,100.2440721,2014/9/29
1070744320,2013,2463,25.83007279,1.140815145,2014/5/29
1070744320,2013,1744,25.08363838,0.03063262,2014/9/29
1070744320,2013,1755,49.70675057,100.4664005,2014/3/29
683944429,2014,1311,-1.270109039,100.1286679,2014/6/23
683944429,2014,1404,50.14535033,1.28127826,2014/8/23
683944429,2014,652,47.87516905,-0.211200588,2014/9/23
1184313617,2017,1884,0.724053728,-0.311292427,2017/6/9
556398484,2017,660,95.59381797,-1.314244432,2017/10/22
556398484,2017,2353,3.94301571,98.30128579,2017/9/22
157854380,2014,440,1.7077767,10.30937001,2014/10/24
157854380,2014,1846,9.344836406,1.672261369,2014/4/24
859136231,2014,2663,-0.079227238,20.63521828,2014/2/28
693716786,2015,2680,0.007194782,19.02970036,2015/7/5
693716786,2015,931,49.64382621,2.354066331,2015/7/5
693716786,2014,1829,49.11132829,2.180140846,2014/1/6
693716786,2014,931,50.66933102,92.68800483,2014/2/6
693716786,2015,1829,49.6754806,0.295044602,2015/1/5
693716786,2015,443,0.567261312,78.17913894,2015/6/5
378351505,2018,279,50.15231556,-0.853066729,2018/8/12
378351505,2018,1790,0.020190642,48.72548544,2018/12/12
378351505,2018,399,-0.711434242,49.66321797,2018/5/12
378351505,2018,1789,50.33947329,-0.268085738,2018/12/12
45333868,2014,257,12.33179414,-0.715676409,2014/9/27
45333868,2014,278,-1.098648393,13.20680093,2014/6/27
613611333,2017,881,-0.817453763,31.35586394,2017/7/8
613611333,2017,1320,29.62684604,0.911432338,2017/7/8
679229785,2015,2382,58.62454041,-1.15680231,2015/10/1
679229785,2015,1820,39.57933885,-1.699063734,2015/11/1
890727159,2016,2765,-1.238283075,18.93992127,2016/7/24
890727159,2016,2724,97.99030273,38.76079657,2016/9/24
890727159,2016,1087,-1.093107396,41.0979091,2016/12/24
745166165,2018,248,0.558671433,11.26485925,2018/2/10
745166165,2018,2060,-0.567018847,23.84778819,2018/4/10
745166165,2018,1861,84.19922352,64.49592804,2018/3/10
206994052,2015,794,23.72091813,0.871802091,2016/1/18
206994052,2015,806,24.48468334,24.88482746,2016/4/18
206994052,2015,1735,24.87940797,-0.59929943,2016/10/18
206994052,2015,2698,-0.856258947,24.82762208,2016/9/18
206994052,2015,1285,0.266921061,52.00131942,2016/3/18
206994052,2015,1382,25.34349976,-0.105588366,2016/8/18
344806569,2016,2342,-0.330791141,49.3175721,2016/2/27
344806569,2014,1241,59.07856226,39.52675297,2014/9/8
344806569,2014,467,0.334330684,9.502545392,2014/10/26
344806569,2014,1241,40.29189966,69.02523137,2014/12/26
344806569,2014,2430,0.35096569,60.24991984,2014/10/8
344806569,2014,1345,-0.420336718,19.13299613,2014/10/26
1210010128,2018,1804,0.338999341,40.26033037,2018/4/29
1210010128,2018,1109,40.33227721,-0.235976754,2018/4/29
1210010128,2018,1780,0.336673352,60.33525772,2018/1/29
1210010128,2018,1810,0.67194349,30.61235741,2018/2/17
1210010128,2018,1780,60.52206337,31.49307833,2018/6/17
1210010128,2018,1742,61.01947758,-0.398299808,2018/7/29
293727654,2017,1872,48.85498952,94.57100389,2015/5/19
25038671,2015,328,70.88344099,82.80078566,2015/6/19
25038671,2015,333,11.62695827,1.079308885,2015/12/19
1022265209,2017,2163,51.0645771,80.59507578,2017/1/18
403761996,2017,1708,57.11518968,1.380891074,2017/7/26
403761996,2017,1118,-0.638608479,57.9581906,2017/4/26
853103832,2017,413,0.22140239,69.01197195,2017/11/24
853103832,2017,938,71.39190383,-1.867292028,2017/6/24
162708124,2018,1905,100.1133899,97.74309355,2018/12/8
1006644493,2017,1681,0.734471703,40.38130804,2015/3/28
584103996,2014,14,-0.101169855,50.96837302,2014/4/26
584103996,2014,1874,50.01229605,1.056261768,2014/4/26
584103996,2015,14,0.160309413,49.71702344,2014/10/31
584103996,2015,1874,51.89219124,0.346624382,2014/5/31
759349674,2013,1490,-1.889428305,48.26712733,2014/9/4
759349674,2013,1737,0.698689787,50.52571961,2014/10/4
1054947152,2015,2210,1.8520294,-0.176592896,2015/8/16
1054947152,2015,2428,3.501059183,-0.174250111,2015/8/16
1054947152,2015,190,4.811777587,0.867944194,2015/12/16
1054947152,2015,926,36.70178021,49.17065024,2015/11/16
1139155238,2014,2467,80.24468328,-1.438315837,2014/1/7
1139155238,2014,1295,19.55542328,-0.19640495,2014/5/7
34733397,2015,213,100.1348864,0.514702486,2015/12/31
73780306,2017,702,10.80695601,1.411580807,2017/5/13
966058191,2014,2053,0.82666327,67.39992457,2014/1/9
966058191,2014,1797,67.7308439,0.289522924,2014/2/9
966058191,2014,1687,-0.190200716,32.76811368,2014/12/9
966058191,2014,866,32.59166922,-1.650363531,2014/7/9
966058191,2014,1797,0.302411747,67.52247372,2014/2/4
966058191,2014,194,65.45232101,0.345968994,2014/6/4
966058191,2016,2053,66.00964688,88.55426546,2016/2/15
966058191,2016,1687,32.06317691,10.46927462,2016/4/15
966058191,2018,2053,89.26285206,0.143556079,2018/10/23
966058191,2018,2696,-0.430298225,89.53180467,2018/9/23
471363452,2014,1784,-0.206737733,23.07852678,2014/6/26
471363452,2014,1982,10.51137418,1.220505617,2014/5/26
471363452,2014,1850,12.75886257,0.762228095,2014/8/26
471363452,2016,1318,-0.386407083,99.92758171,2016/2/14
491033712,2016,289,14.26967858,17.85022421,2016/1/7
491033712,2016,1313,30.80773289,22.8337869,2016/3/7
491033712,2016,2519,13.83305956,20.43448709,2016/1/7
664133823,2014,1647,24.32780389,1.945798318,2014/7/17
204002391,2016,2427,1.391968255,20.11978021,2016/2/19
204002391,2016,2628,0.331983813,5.459369286,2016/7/19
204002391,2016,553,24.10639091,0.373652388,2016/9/19
952016610,2018,598,30.62146262,-1.27183241,2018/7/26
952016610,2018,1413,1.006891246,29.97990746,2018/11/26
717181600,2015,1294,-0.354242672,100.6846239,2015/4/11
986909094,2015,694,25.77831241,0.652289496,2015/7/7
986909094,2014,1592,36.01679978,0.091319353,2014/10/2
986909094,2014,567,25.3495852,-0.808857397,2014/5/2
986909094,2016,1104,0.26223386,9.274658231,2016/7/12
986909094,2017,2226,49.54045459,90.48473251,2017/4/25
213056076,2016,953,50.8541714,58.95347692,2016/11/16
213056076,2016,858,9.047471264,0.486730372,2016/5/16
115143703,2014,1589,-0.200085693,98.94123262,2014/2/22
115143703,2014,1590,100.5083924,0.010597672,2014/10/22
315726536,2013,2644,29.05861564,-1.298525438,2013/11/30
315726536,2013,1275,0.939314087,30.07742364,2013/6/30
1039801601,2017,2595,69.84279946,-0.901744747,2017/8/13
1039801601,2017,312,27.45770758,0.367066227,2017/7/13
1059986482,2015,957,2.675575442,38.82020332,2015/1/11
1059986482,2015,1361,37.80637934,1.041388012,2015/3/11
1109564624,2016,775,34.63293297,1.742206243,2016/4/10
1109564624,2016,2241,64.29061597,98.90382198,2016/3/10
1109564624,2016,529,34.3901589,1.041372607,2016/4/10
1203460490,2014,716,78.86865307,100.016667,2014/12/19
1203460490,2013,716,0.910762042,81.5608623,2013/7/11
945369593,2014,2773,90.50590471,-0.092321963,2014/6/13
945369593,2014,2324,9.509656787,0.668669921,2014/2/13
945369593,2013,2324,10.56484746,0.159480554,2014/12/13
945369593,2013,2773,89.87150264,1.208504616,2014/8/13
706412995,2017,1213,1.679737842,1.486754462,2018/3/17
786701431,2018,1191,99.25217229,55.11397592,2018/2/25
786701431,2018,209,0.409314168,45.81009108,2018/10/25
1096682413,2015,835,38.70675227,81.7737183,2015/9/10
1096682413,2014,393,19.01043826,-0.953316331,2014/4/20
1096682413,2014,835,21.08430667,40.42919112,2014/4/20
1048193711,2015,1152,21.2766354,45.88845118,2016/1/12
1048193711,2015,1787,24.2750137,-0.821199615,2016/12/12
1048193711,2016,1787,-0.57162814,1.339870117,2016/10/24
1048193711,2016,1152,0.62481475,0.429702724,2016/5/24
1048193711,2017,103,0.543030748,56.08396751,2017/7/1
137179859,2014,247,24.17710953,1.28664204,2014/2/22
137179859,2014,28,74.89593537,0.911788508,2014/2/22
969154333,2015,619,0.863887358,-0.962788128,2019/11/9
969154333,2015,1344,9.338663488,11.4578555,2015/2/9
1174488260,2014,2045,101.0357017,75.87989018,2014/7/25
1174488260,2014,1934,-0.656324003,36.29746273,2014/1/25
652058900,2017,2451,97.87819243,-0.691421776,2017/1/13
652058900,2017,1353,-0.897503883,59.77851897,2017/4/13
652058900,2017,2637,1.605771069,39.96463218,2017/3/13
652058900,2016,1480,60.71491282,0.824297442,2016/1/11
652058900,2016,2451,1.320219122,100.3015726,2016/6/11
652058900,2016,2262,40.25867373,-0.136564963,2016/8/11
577373430,2018,2255,41.49281079,-0.000498392,2018/11/20
577373430,2018,1777,2.075469832,39.61698475,2018/10/20
397554780,2016,1280,40.89713807,2.995614998,2016/6/28
397554780,2016,110,-0.959686389,40.141074,2016/3/28
1004305214,2017,641,1.140338461,89.43961449,2018/3/15
1004305214,2016,1704,68.44923138,88.67213139,2016/6/9
1004305214,2016,262,4.005773004,1.617308113,2016/11/9
1004305214,2016,1308,6.714151195,2.330045924,2016/7/9
1004305214,2016,2546,14.91031821,3.888011853,2016/12/9
1004305214,2016,2227,0.965263305,0.720268112,2016/11/9
160133098,2015,548,1.376097438,100.0830425,2015/8/24
160133098,2016,1653,-0.540712288,102.1646244,2016/9/7
223550084,2016,532,15.82307487,29.44446075,2016/1/27
223550084,2016,2751,15.33798305,0.239408753,2016/10/27
788391066,2018,917,49.05189708,0.765207044,2018/6/17
788391066,2018,1899,-0.037695112,94.5059711,2018/10/17
788391066,2018,2027,0.497359449,5.277929621,2018/12/17
788391066,2018,1205,49.97546273,-0.128770127,2018/4/17
788391066,2018,2337,0.903336125,0.200531246,2018/12/17
1131360612,2014,799,-0.10311813,57.88455851,2014/2/25
1131360612,2015,880,-0.59652935,39.28096129,2015/8/9
1131360612,2015,1107,0.674776785,61.31793538,2015/11/9
1131360612,2016,1107,61.53981183,-0.193857843,2016/4/26
