entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
72509104,2014,2015/2/26,3,,2
1158203773,2013,2015/1/12,,,3
323147402,2014,2015/8/5,3,,2
985837386,2015,2016/5/12,,,2
72509104,2015,2016/12/29,9,,2
1194450635,2015,2016/12/26,,,3
1052803993,2013,2014/11/21,,,2
120952745,2013,2015/5/11,,,2
1122647326,2013,2015/8/13,3,,2
62793212,2014,2015/3/12,,,2
834101033,2015,2016/8/15,,,2
120952745,2014,2015/5/11,,,2
120952745,2015,2016/10/13,,,2
401715722,2013,2014/7/25,,,2
991078809,2014,2015/6/30,,,2
74574405,2015,2016/4/30,,,7
822163700,2015,2016/2/10,,,2
148427859,2015,2016/2/9,,,2
289522620,2015,2016/3/15,,,2
360601007,2014,2015/7/23,,,2
893875331,2015,2016/8/24,15,,22
1153511266,2013,2015/9/22,5,,2
69056627,2013,2014/11/12,5,,3
972804374,2014,2015/7/30,9,,6
402547703,2013,2014/3/7,,,2
337124251,2015,2016/11/24,35,,2
1171398876,2013,2015/4/14,,,2
518476580,2013,2014/6/26,,,2
970619138,2014,2015/12/19,10,,2
304156443,2014,2016/6/17,5,,2
978334501,2014,2015/4/19,,,2
89058622,2013,2014/11/29,,,2
657983079,2015,2016/4/8,,,2
151804881,2013,2015/12/7,,,2
679425155,2014,2015/10/18,7,,22
720051686,2014,2015/1/19,,,2
754187334,2013,2014/5/24,,,2
852640812,2015,2016/7/2,14,,2
276650889,2014,2016/5/31,6,,22
754187334,2014,2015/9/27,,,2
913308889,2015,2016/9/2,,,2
181820391,2013,2014/2/19,,,2
541082305,2014,2015/11/4,2,,22
1178956600,2013,2015/9/6,,,2
546141373,2013,2014/2/26,20,,3
184623809,2013,2014/11/29,1524,,2
179960664,2014,2015/1/17,21,,2
731963482,2013,2014/2/28,,,2
723602573,2014,2015/12/11,,,2
89058622,2014,2015/1/28,,,2
294363982,2014,2015/8/24,27,,2
921712686,2014,2015/3/23,,,2
672791433,2014,2015/7/6,,,2
916313897,2014,2015/8/23,,,2
1078846347,2014,2015/4/20,10,,22
165236742,2015,2016/6/28,,,2
676555745,2015,2016/5/22,,,2
510842441,2014,2015/11/10,4,,2
107845299,2015,2016/10/23,,,3
838626496,2013,2014/12/8,,,2
93952052,2014,2015/5/29,18,,2
496879690,2015,2016/6/26,,,2
729722748,2015,2016/1/1,,,2
595697379,2015,2016/11/4,,,2
523619395,2015,2016/1/11,,,2
1168489817,2013,2014/12/7,,,2
481802824,2015,2016/8/15,,,7
390864946,2014,2015/8/25,,,3
304156443,2013,2014/6/13,14,,2
723602573,2013,2015/10/11,,,2
93952052,2015,2016/9/13,4,,2
1119334641,2014,2015/1/5,,,2
903298553,2015,2016/6/14,,,2
528468029,2015,2016/3/20,,,2
135918433,2014,2015/12/23,,,2
92572801,2015,2016/11/16,,,2
55841388,2014,2015/9/24,,,2
276650889,2015,2016/10/31,7,,22
494604440,2015,2016/10/19,,,2
131655517,2015,2016/8/13,,,2
574408429,2014,2015/10/15,,,2
894061673,2015,2016/9/14,,,2
263464755,2015,2016/2/24,6,,22
413319317,2014,2015/4/22,3,,3
420762232,2013,2014/11/16,3,,2
1072629361,2014,2015/10/27,26,,2
292876865,2015,2016/10/21,,,2
469452386,2013,2014/11/16,,,2
365757286,2014,2015/11/21,,,2
1119400862,2015,2016/2/20,6,,22
636700424,2014,2015/4/30,8,,2
157854380,2015,2016/11/19,,,2
369038115,2014,2015/11/30,,,2
682467197,2014,2015/5/24,,,2
579445218,2014,2015/10/20,5,,22
263223784,2014,2015/12/22,,,2
579445218,2015,2016/6/13,2,,22
715400108,2014,2015/1/21,10,,2
1077151581,2013,2015/10/19,12,,2
42195545,2015,2016/3/10,,,2
979650983,2014,2015/4/9,,,2
854790457,2015,2016/4/17,,,2
1209470906,2013,2015/3/25,,,2
484409931,2013,2015/6/29,,,2
243517998,2014,2015/5/8,,,2
302558808,2013,2015/8/12,,,2
681963829,2013,2015/4/29,,,2
327016284,2015,2016/6/2,,,2
243165,2015,2016/5/1,,,2
948464019,2014,2015/5/20,,,2
1021960455,2014,2015/6/29,,,2
986413904,2015,2016/6/16,,,2
1217712645,2015,2016/3/26,,,2
302558808,2015,2016/12/4,,,2
422687955,2015,2016/12/8,,,2
178383552,2015,2016/3/17,,,2
128394214,2013,2015/6/2,103,,2
480346964,2015,2016/11/1,15,,2
712036798,2014,2015/3/29,,,2
217914890,2013,2014/11/23,9,,2
546111855,2013,2014/4/23,4,,2
229457794,2015,2016/3/8,7,,22
909410801,2013,2014/3/11,,,2
905903929,2014,2015/4/27,7,,22
1084778243,2013,2015/11/30,,,7
36588566,2015,2016/10/18,3,,2
1077151581,2015,2016/5/18,3,,2
564649494,2014,2015/1/10,,,2
1131960625,2015,2016/12/19,,,7
205948444,2013,2014/1/22,,,2
986413904,2013,2015/2/12,,,2
1217207533,2015,2016/7/19,,,2
511462741,2013,2014/10/21,,,2
369038115,2015,2016/3/7,6,,2
837618366,2015,2016/4/23,10,,2
837618366,2014,2015/8/16,4,,2
1087203559,2013,2015/2/21,,,2
494132262,2015,2016/9/9,17,,2
715400108,2013,2014/10/26,7,,2
756490410,2015,2016/3/2,28,,2
716554656,2013,2015/4/8,,,2
965156203,2015,2016/11/10,,,2
898474260,2014,2015/7/20,,,2
978180481,2014,2015/5/5,16,,2
135918433,2016,2017/4/20,10,0,2
231973377,2016,2017/4/20,4,5,2
872333032,2016,2017/1/20,5,10,2
243517998,2016,2017/12/20,30,14,2
871452527,2016,2017/2/20,5,2,2
156571345,2016,2017/11/20,8,9,2
841110875,2016,2017/10/20,25,11,29
948846797,2016,2017/8/20,5,0,29
78707617,2016,2017/3/20,7,8,29
1072004201,2016,2017/7/20,30,17,29
811616724,2016,2017/3/20,7,6,29
185788468,2016,2017/5/20,33,11,29
1043678989,2016,2017/5/20,6,9,2
167732608,2016,2017/11/20,11,8,2
970619138,2016,2017/7/20,5,5,11
988174640,2016,2017/10/20,6,3,2
527542236,2016,2017/2/20,6,0,2
157677950,2016,2017/4/20,5,6,2
905903929,2016,2017/10/10,12,2,22
93132686,2016,2017/9/20,6,9,2
360000965,2016,2017/10/20,52,13,2
78799425,2016,2017/4/20,2,8,2
217914890,2016,2017/2/20,5,5,2
138349938,2016,2017/5/20,9,13,2
972804374,2016,2017/7/20,2,8,11
411273693,2016,2017/4/20,11,4,2
292876865,2016,2017/7/20,3,4,2
496879690,2016,2017/9/20,21,15,2
1001942723,2016,2017/9/22,16,10,26
9991202,2016,2017/5/14,4,0,22
382115896,2016,2017/10/20,11,,2
856995987,2016,2017/7/7,0,1,22
602941199,2016,2017/9/20,7,2,2
422415230,2016,2017/12/20,41,14,2
523619395,2016,2017/9/20,16,,2
94436325,2016,2017/10/20,9,0,2
117581813,2016,2017/1/20,11,5,2
959191590,2016,2017/9/20,6,9,2
1160048160,2016,2017/11/20,9,11,2
1169395904,2016,2017/11/20,8,,2
874885601,2016,2017/2/20,12,3,2
470437676,2016,2017/3/20,9,12,2
502444834,2016,2017/3/20,7,9,2
1061266812,2016,2017/9/20,13,3,2
477250143,2016,2017/2/20,5,2,2
105003914,2016,2017/8/20,24,18,2
33322185,2016,2017/8/20,8,1,2
1054947152,2016,2017/10/20,71,15,2
1180955020,2016,2017/7/22,7,6,22
27959870,2016,2017/4/4,5,7,24
975487074,2017,2018/11/26,17,6,22
211671248,2016,,11,9,22
285915995,2017,2018/12/20,27,7,22
887823031,2017,2018/6/16,4,5,22
946664621,2017,2018/9/24,6,8,22
1047182914,2017,2018/5/16,7,4,22
1223416010,2017,2018/9/8,13,8,22
390864946,2016,2017/6/24,6,6,22
1192440861,2017,2018/9/17,19,8,22
159126666,2016,2017/8/17,14,5,22
364704790,2016,2017/4/17,10,5,22
988174640,2015,2016/9/11,7,,22
653815710,2017,2018/9/23,23,14,22
276392221,2015,2016/8/9,11,,22
326580845,2017,2018/12/16,5,4,22
442031775,2017,2018/8/23,7,7,22
1154027962,2017,2018/12/23,69,12,22
226007652,2016,2017/6/17,6,5,22
1122647326,2017,2018/8/10,11,1,22
81851119,2017,2018/7/11,4,6,22
243165,2017,2018/8/26,14,9,22
631513129,2017,2018/1/8,12,8,22
794150581,2016,2017/11/11,10,6,22
1225167037,2017,2018/8/29,10,12,22
8055115,2016,2017/9/20,327,95,22
136738334,2017,2018/3/12,17,5,22
502423347,2014,2015/10/2,38,,22
938496967,2017,2018/10/28,11,12,22
478184121,2017,2018/1/24,14,9,22
926663918,2015,2016/10/20,14,,22
854967838,2017,2018/9/25,3,4,22
844101127,2017,2018/3/19,4,6,22
693178549,2016,2017/3/7,21,14,22
527542236,2017,2018/7/29,4,4,22
246373582,2017,2018/7/24,11,1,22
1079094567,2016,2017/5/19,79,39,22
217138472,2015,2016/9/24,13,,22
135643474,2016,2017/12/1,6,0,22
93952052,2017,2018/11/10,10,1,22
1156654650,2016,2017/12/3,8,2,22
494132262,2017,2018/10/28,47,,22
394879016,2016,2017/8/19,8,9,22
394879016,2014,2015/3/30,5,,22
394879016,2013,2015/8/30,10,,22
321808503,2017,2018/2/28,1,4,15
72509104,2017,2018/2/11,7,,22
660745347,2016,2017/10/13,21,1,22
119697720,2017,2018/5/24,22,10,26
856300291,2016,2017/11/18,11,3,22
269536625,2017,2018/1/23,17,14,22
626835273,2016,2017/5/22,3,1,22
926379917,2016,2017/5/13,0,5,22
537998590,2017,2018/11/11,52,10,22
866530984,2016,2017/4/13,10,2,22
4007212,2016,2017/4/24,27,15,22
4007212,2017,2018/6/8,22,13,22
678665987,2017,2018/3/12,93,,22
863313256,2017,2018/11/28,5,4,22
717324525,2016,2017/6/21,3,4,22
1095667409,2016,2017/6/8,7,,22
1095211338,2015,2016/1/23,9,,22
1213439068,2016,2017/5/10,56,10,22
1209811735,2016,2017/1/12,5,6,22
593499518,2017,2018/3/7,387,,22
44049764,2017,2018/9/9,12,4,22
770085170,2016,2017/8/7,6,,24
1094280045,2015,2018/4/16,16,,22
772203923,2016,2017/1/27,4,2,22
269932268,2017,2018/6/4,63,52,26
1171398876,2016,2017/7/12,2,7,26
994263840,2016,2017/12/28,7,9,22
469909280,2016,2017/10/3,9,4,22
263223784,2016,2017/11/20,13,11,15
90390333,2017,2018/11/30,2,6,22
278635506,2017,2018/7/27,5,,24
1079093146,2017,2018/3/13,4,2,22
52738952,2017,2018/8/20,9,,22
1199181188,2014,2015/9/20,11,,22
966174303,2016,2017/3/21,11,11,22
176395795,2016,2017/12/18,1,8,22
68596089,2016,2017/6/12,8,7,22
926131606,2016,2017/3/2,8,1,22
37347772,2017,2018/4/30,22,18,22
323147402,2017,2018/10/8,7,,22
1176890529,2017,2018/6/16,6,9,22
39148313,2017,2018/6/5,15,5,22
831905311,2015,2017/9/1,35,,22
480346964,2016,2017/5/1,19,13,22
457182599,2017,2018/9/20,59,27,26
1018923432,2016,2017/4/15,12,10,22
818015438,2017,2018/4/29,28,4,22
805091640,2017,2018/6/24,5,3,22
51724300,2014,2015/4/5,13,,22
382115896,2017,2018/3/18,9,,22
382115896,2014,2015/7/23,5,,22
246120402,2017,2018/10/22,9,7,22
142034093,2016,2017/6/6,3,9,22
928700812,2016,2017/2/23,10,7,22
942000839,2016,2017/2/15,6,,22
10367939,2017,2018/7/28,8,,22
37428470,2017,2018/7/27,9,1,22
405091695,2016,2017/4/7,20,12,22
131863077,2016,2017/12/10,60,11,22
11458538,2017,2018/3/2,11,8,22
714224384,2017,2018/11/22,11,7,22
102551598,2017,2018/1/8,8,1,22
531343917,2016,2017/3/13,2,7,22
576639949,2017,2018/1/12,11,5,22
1030481850,2017,2018/6/21,10,11,26
858642290,2017,2018/2/3,2,,22
784943581,2014,2015/8/19,,,29
585235322,2017,2018/5/12,10,8,28
575657270,2017,2018/11/19,12,6,22
67987600,2016,2017/2/16,8,6,22
663655444,2017,2018/11/15,3,2,22
224763405,2016,2017/2/8,4,1,22
1049825239,2017,2018/1/14,7,4,22
791077261,2015,2016/2/14,15,,22
287721166,2017,2018/4/10,11,6,22
567996884,2017,2018/2/17,5,1,22
567996884,2016,2017/7/7,4,8,22
36247258,2017,2018/11/11,6,7,22
47637227,2016,2017/9/30,5,8,22
559610678,2017,2018/5/8,17,1,22
473156037,2016,2017/2/21,8,10,22
1193498753,2016,2017/7/12,19,,22
416523601,2017,2018/10/22,5,4,22
1209177244,2015,2016/12/16,11,,22
282612524,2016,2017/12/27,11,10,22
725011215,2015,2017/6/23,23,,22
725011215,2013,2017/7/23,22,,22
66355987,2017,2018/4/15,9,5,22
66355987,2016,2017/6/5,5,6,22
328167188,2016,2017/4/13,5,1,22
733409073,2017,2018/5/26,5,6,22
219077988,2016,2017/10/25,13,,29
971866103,2017,2018/5/12,19,8,22
716527033,2016,2017/8/23,438,295,22
716527033,2017,2018/5/22,411,219,22
876759904,2017,2018/11/11,9,5,22
745031577,2016,2017/5/6,9,9,22
832267284,2015,2016/2/23,8,,22
36741548,2017,2018/1/25,4,,22
744153382,2017,2018/9/14,19,6,22
744153382,2016,2017/10/18,9,11,22
1211762392,2016,2017/9/18,15,12,22
39384893,2017,2018/6/21,8,,22
1160943141,2016,2017/1/9,5,9,26
1026943697,2016,2017/2/23,7,9,22
897504054,2016,2017/11/13,7,2,22
1165134734,2016,2017/8/22,40,10,22
671381624,2017,2018/11/28,4,1,22
671381624,2016,2017/5/14,2,2,22
433969154,2016,2017/10/16,4,2,22
1035989298,2017,2018/9/6,,,29
1083108590,2017,2018/8/7,8,4,22
415545360,2016,2017/9/11,90,,22
1086797718,2016,2017/3/11,141,35,22
1188096439,2017,2018/6/26,6,,29
1188096439,2015,2016/11/14,,,29
92572801,2016,2017/3/27,5,5,22
177059974,2017,2018/1/8,3,0,22
1013990254,2017,2018/8/19,8,5,22
1013990254,2016,2017/11/24,4,7,22
74574405,2017,2018/2/19,12,,22
668225626,2017,2018/4/30,10,10,26
420762232,2015,2016/8/18,38,,22
35376688,2015,2016/6/26,,,29
650722818,2014,2015/9/2,,,29
251275103,2017,2018/11/8,10,1,16
564649494,2016,2017/9/19,7,4,22
1113396720,2016,2017/10/26,11,3,22
99956621,2015,2016/5/6,8,,22
439045286,2017,2018/12/13,9,8,22
69732056,2017,2018/3/9,2,0,22
1127471433,2017,2018/11/15,16,9,22
822163700,2017,2018/9/1,3,1,22
417389274,2017,2018/6/7,5,,22
78855887,2013,,9,,29
994128917,2013,,,,22
232516341,2016,,,,22
926143783,2015,,,,29
757960207,2016,,,,29
259165398,2015,,,,29
481802824,2016,,,,22
610422417,2015,2016/6/29,,,29
221066351,2014,,,,29
109489448,2014,,10,,29
539777474,2016,,,,22
790677122,2015,,,,29
1022943821,2016,2017/11/13,10,0,22
1047121478,2013,,,,22
216141662,2017,,,,22
229457794,2017,2018/6/30,19,14,22
372517610,2016,,,,29
864817762,2016,,,,22
89906751,2017,2018/12/27,13,2,22
550695417,2017,,,,22
633960328,2017,,8,,22
483199023,2017,2018/11/16,14,,22
1128814377,2016,2017/11/14,11,,29
986413904,2017,,,,29
902597294,2016,2017/6/12,12,9,22
732330100,2017,,,,22
5699433,2015,,,,29
185352028,2017,2018/9/25,65,52,22
49885791,2014,2015/1/10,13,,22
954958592,2017,2018/2/28,8,11,22
913308889,2016,,,,22
1157602165,2016,,6,,22
790581983,2014,,8,,29
552703598,2016,2017/5/21,11,5,22
176291778,2016,,9,,29
252158770,2017,2018/3/26,5,,22
1096349518,2016,,,,29
942975003,2012,,3,,22
753375726,2016,2017/3/8,9,4,22
79352604,2015,,8,,29
854740724,2017,,,,22
251425150,2017,2018/1/10,13,2,22
1161049216,2015,,14,,29
254433707,2016,2017/3/27,,,29
1127099895,2016,,,,22
860492445,2016,2017/2/17,6,,22
1181087789,2016,2017/11/5,3,2,22
711436748,2017,2018/8/26,12,11,22
832804409,2016,2017/3/31,9,10,22
581905153,2016,,,,15
521775184,2016,,,,22
608111670,2017,,,,22
120952745,2016,,,,22
1085442334,2016,,10,,22
98779248,2015,2016/3/23,8,,22
1134462964,2008,,9,,22
616294549,2016,2017/5/23,8,,22
952459289,2017,,8,,23
27680244,2017,2018/11/4,3,2,28
463813035,2017,2018/3/14,11,8,22
1096780853,2017,2018/7/11,11,,22
534312651,2016,,,,23
809210755,2016,2017/7/26,10,0,22
499150342,2017,,,,24
562133910,2016,,,,26
676585004,2017,2018/9/20,1,8,22
1149194963,2016,2017/3/11,11,3,22
1172293674,2017,2018/8/10,6,0,22
22997476,2017,,,,22
302040379,2017,2018/1/27,4,5,22
754513215,2017,2018/9/19,9,1,22
69231525,2017,2018/10/1,8,8,22
1078846347,2017,2018/2/26,6,4,22
1087413851,2018,,,,2
185788468,2018,,,,2
854967838,2013,2015/2/16,,,2
640404632,2014,2015/2/2,,,2
484548985,2013,2015/2/18,38,,2
714745030,2015,2016/9/20,47,,2
892903363,2013,2014/12/25,5,,2
6594700,2015,2016/4/2,33,,2
1199065906,2014,2015/12/12,9,,3
704725049,2013,2014/6/2,13,,2
373750970,2014,2015/5/30,,,2
44049764,2015,2016/12/11,,,2
984565633,2015,2016/6/1,,,2
669330546,2013,2014/5/14,,,2
6594700,2013,2015/2/17,,,7
58663843,2015,2016/4/22,,,2
1192440861,2013,2015/10/12,23,,3
1198177526,2015,2016/5/30,,,7
748078452,2015,2016/8/25,,,2
886246976,2014,2015/8/11,,,2
565883534,2014,2015/9/23,,,2
973372997,2013,2016/3/30,,,2
4382199,2013,2015/12/14,,,2
901200697,2015,2016/12/27,,,2
959191590,2015,2016/2/27,,,2
1073909094,2015,2016/12/20,,,2
246120402,2013,2014/9/23,5,,2
220563501,2014,2015/9/26,,,2
684025094,2014,2015/1/18,,,2
63105180,2015,2016/4/27,,,7
397166225,2014,2015/3/14,,,2
653815710,2013,2015/5/9,31,,2
948846797,2013,2014/4/24,33,,3
110827208,2013,2015/2/28,,,3
662029528,2013,2015/7/31,,,3
1137782788,2015,2016/3/17,,,2
1213439068,2013,2016/12/13,61,,2
162280051,2015,2016/3/8,10,,22
165991842,2013,2015/12/9,,,2
154660755,2015,2016/1/30,,,2
216527488,2014,2015/6/18,,,2
616976279,2014,2015/10/23,,,2
414730837,2014,2015/5/17,,,2
468226810,2015,2016/8/8,,,2
847821512,2015,2016/4/12,6,,7
866530984,2014,2015/2/18,,,2
854967838,2014,2015/12/16,,,2
1156891859,2013,2015/11/19,,,3
1198177526,2014,2016/10/30,,,7
167732608,2013,2014/10/27,7,,2
212618393,2015,2016/9/17,,,3
1213439068,2015,2016/4/13,61,,2
39384893,2013,2015/10/13,,,2
1174488260,2014,2015/3/22,,,2
972272823,2013,2014/12/29,,,2
962033399,2013,2015/8/22,,,1
441659645,2013,2015/5/17,,,2
37428470,2015,2016/5/28,,,2
330267474,2014,2015/6/2,,,2
220563501,2015,2016/7/12,,,2
441659645,2014,2015/8/17,,,2
889920193,2015,2016/8/21,,,2
46707314,2015,2016/4/15,3,,22
887823031,2015,2016/7/16,,,2
773287623,2015,2016/9/26,,,2
1162650521,2013,2015/2/20,,,2
1183268452,2015,2016/4/6,7,,2
1209811735,2013,2015/8/22,,,2
1046248904,2015,2016/11/25,,,3
952459289,2015,2016/9/23,7,,2
721953065,2013,2015/5/22,,,2
550695417,2013,2015/7/18,,,2
186767695,2014,2015/10/24,,,2
781896569,2013,2015/2/28,,,2
390088087,2015,2016/4/8,,,2
68596089,2015,2016/4/24,11,,2
4007212,2014,2015/10/11,10,,2
660745347,2015,2016/2/22,,,2
1064559629,2013,2015/2/28,,,9
1183268452,2014,2015/8/28,10,,2
1106453921,2014,2015/8/9,,,2
1142790093,2015,2016/7/25,,,2
773819610,2015,2016/5/15,6,,2
472827001,2014,2015/12/23,9,,2
1032518676,2014,2015/4/21,26,,2
569888186,2014,2015/9/21,,,2
189211003,2015,2016/6/6,4,,28
662316493,2013,2015/3/26,,,2
539777474,2013,2015/12/3,,,2
390088087,2014,2015/6/10,,,7
455262176,2013,2014/3/21,,,2
416820759,2014,2015/11/12,,,2
1104055376,2015,2016/3/17,,,2
661484504,2015,2016/10/23,,,7
686343076,2014,2015/11/19,,,2
959251599,2015,2016/1/3,,,2
5965381,2014,2015/1/13,,,2
493498701,2015,2016/12/30,3,,22
1132783938,2015,2016/4/28,,,2
619896552,2014,2015/3/11,,,2
198802340,2015,2016/2/12,,,2
93132686,2015,2016/12/20,17,,2
822090632,2013,2015/11/29,,,2
168839333,2015,2016/12/27,,,2
455906008,2015,2016/5/26,,,2
966058191,2015,2016/2/29,,,2
22997476,2015,2016/4/24,,,2
415545360,2014,2015/3/29,,,2
131863077,2014,2015/8/27,,,2
766877144,2015,2016/11/21,12,,2
5965381,2015,2016/9/1,,,2
1162650521,2015,2016/7/13,,,2
121792369,2013,2014/8/5,,,2
1223070625,2014,2015/3/21,,,2
733767486,2015,2016/9/27,,,2
841110875,2013,2014/9/11,,,3
66355987,2013,2014/9/15,8,,2
838812049,2015,2016/3/18,,,3
390088087,2013,2014/2/11,,,7
1054947152,2013,2015/2/28,,,2
186767695,2013,2014/5/4,,,2
22997476,2014,2015/4/17,,,2
334575258,2015,2016/11/19,,,2
390532679,2013,2015/5/9,8,,2
1220362373,2015,2016/12/18,,,2
186767695,2015,2016/6/28,,,2
577450701,2015,2016/12/14,,,2
639298468,2014,2015/3/4,,,2
731312950,2014,2015/9/13,,,2
695620268,2015,2016/6/6,,,2
401715722,2015,2016/9/18,,,2
398004157,2014,2016/9/17,12,,22
189194616,2015,2016/7/7,,,2
534312651,2013,2014/11/10,2,,2
496879690,2013,2014/2/24,,,2
342956204,2014,2015/3/7,,,2
986909094,2013,2015/12/6,,,2
791344530,2013,2015/4/11,21,,2
518476580,2015,2016/6/8,,,2
531097524,2015,2016/3/24,,,2
905287894,2013,2014/4/25,,,2
789151738,2014,2015/11/16,,,2
986909094,2015,2016/5/8,,,2
523619395,2014,2015/6/13,,,2
60465899,2014,2015/7/20,,,2
541082305,2015,2016/9/19,9,,22
45163949,2013,2016/6/13,,,7
770085170,2015,2016/8/3,,,7
670284943,2014,2015/9/26,7,,6
1072004201,2015,2016/6/26,,,3
452713844,2014,2015/8/14,9,,22
218980718,2013,2015/10/1,,,2
265361834,2013,2015/8/25,,,2
1094280045,2013,2014/10/26,10,,2
657983079,2014,2015/6/30,,,2
623252932,2013,2014/3/20,,,2
92572801,2013,2015/6/29,,,2
1176138136,2014,2015/2/19,,,2
903298553,2014,2015/2/22,,,2
1094280045,2014,2015/11/22,,,2
558663813,2015,2016/12/26,,,7
1063866717,2014,2015/6/5,,,2
905287894,2014,2016/3/29,,,2
872646134,2015,2016/2/23,,,2
187271107,2014,2015/1/6,,,2
259793066,2014,2015/7/11,11,,22
15641748,2013,2015/10/23,,,2
1058425949,2015,2016/2/20,9,,2
15641748,2015,2016/11/26,,,2
637274214,2013,2014/10/19,,,3
107845299,2014,2015/12/19,,,3
1086417627,2014,2015/9/28,,,3
1035989298,2013,2014/12/25,11,,2
360568935,2013,2015/2/3,,,2
184623809,2014,2015/10/3,1369,,2
838626496,2014,2015/7/10,,,2
518476580,2014,2015/12/11,,,2
218980718,2015,2016/9/6,,,2
151804881,2014,2015/2/7,,,2
137179859,2014,2015/8/28,,,2
1119334641,2015,2016/11/30,,,2
799326058,2014,2015/8/18,,,2
875749807,2015,2016/1/3,,,2
946664621,2014,2015/5/29,,,2
1199114466,2015,2016/4/28,,,2
1189266752,2015,2016/5/28,,,2
200393214,2013,2015/6/30,11,,22
648283802,2013,2015/11/19,,,2
1168489817,2014,2015/5/15,,,2
45163949,2014,2016/11/13,,,7
1153511266,2014,2015/12/22,5,,2
10367939,2014,2015/10/18,5,,2
137817615,2015,2016/10/20,,,3
216874462,2015,2016/1/21,,,3
876869746,2015,2016/9/3,8,,22
242144589,2015,2016/6/30,6,,2
903298553,2013,2015/8/22,,,2
531097524,2013,2014/4/25,,,2
528468029,2013,2015/11/23,,,2
294363982,2013,2015/7/24,24,,2
231973377,2013,2015/9/4,,,2
528468029,2014,2015/10/23,,,2
72049726,2015,2016/5/8,,,5
986909094,2014,2015/3/25,,,2
1199181188,2013,2015/9/20,,,2
176395795,2015,2016/7/26,,,2
888006352,2015,2016/12/7,,,2
131655517,2014,2015/1/17,,,2
527542236,2015,2016/3/21,,,2
1006756992,2014,2015/10/12,,,3
596799761,2013,2014/11/30,,,2
594439369,2013,2014/11/26,,,2
1232004753,2014,2015/4/15,,,7
1096682413,2014,2015/3/13,,,2
226007652,2015,2016/12/29,,,2
369038115,2013,2015/4/30,,,2
1179988569,2014,2015/11/2,12,,2
503388455,2015,2016/5/5,11,,22
246373582,2015,2016/11/22,,,2
772203923,2014,2015/6/21,,,2
1075696473,2014,2015/5/16,,,2
1044138027,2014,2015/6/21,,,3
420762232,2014,2015/1/28,26,,2
166869326,2014,2015/11/3,87,,2
78799425,2015,2016/10/3,3,,2
321808503,2015,2016/10/29,10,,2
1228727344,2013,2015/7/17,,,2
558804426,2015,2016/4/19,7,,9
1051744649,2013,2015/5/8,,,2
861886819,2015,2016/12/5,,,2
716554656,2014,2015/4/8,,,2
576639949,2015,2016/4/29,,,2
572454725,2014,2015/1/15,,,2
820945134,2014,2015/6/13,,,2
298721860,2014,2015/10/15,13,,2
210260896,2014,2015/10/22,,,2
704025503,2015,2016/9/27,,,2
848540141,2014,2015/4/4,,,2
848540141,2013,2014/12/19,,,2
159872005,2013,2015/11/19,,,2
704025503,2014,2015/11/26,,,2
644070397,2014,2015/10/6,8,,2
756490410,2013,2014/11/2,23,,2
397783388,2014,2015/5/30,267,,2
321808503,2014,2015/6/30,6,,5
411273693,2014,2015/10/2,3,,2
873388560,2015,2016/12/21,,,3
1215546107,2014,2015/8/19,8,,2
644265503,2013,2014/12/29,,,2
636006456,2015,2016/9/26,,,2
704025503,2013,2015/6/25,,,2
894061673,2013,2014/1/26,,,2
156571345,2014,2015/7/4,,,2
569437741,2014,2015/2/19,,,2
260286782,2013,2014/10/26,,,2
475349240,2013,2014/10/22,3,,2
217914890,2014,2015/11/6,4,,2
119697720,2013,2014/7/3,,,2
157854380,2013,2015/6/18,7,,2
471363452,2013,2015/3/18,,,2
806006794,2015,2016/8/10,,,2
1119400862,2014,2015/2/4,8,,22
157854380,2014,2015/11/18,11,,2
211873984,2014,2015/1/25,,,2
210260896,2013,2014/2/28,4,,2
194710240,2014,2015/10/23,,,2
794150581,2015,2016/1/25,,,2
796536832,2014,2015/2/28,,,2
681963829,2014,2015/12/29,,,2
681963829,2015,2016/6/21,,,2
102551598,2016,2017/6/20,7,5,2
1029428522,2016,2017/4/20,5,9,2
1122647326,2016,2017/4/20,4,4,2
365757286,2016,2017/11/20,8,9,2
416820759,2016,2017/5/20,14,12,2
1070661496,2016,2017/7/20,9,2,2
439045286,2016,2017/7/20,5,1,2
722606433,2016,2017/8/20,9,9,2
409894413,2016,2017/9/20,20,14,2
868751396,2016,2017/11/20,4,5,2
844101127,2016,2017/12/20,7,11,2
1064559629,2016,2017/10/20,6,1,2
592877061,2016,2017/12/20,20,6,2
582631559,2016,2017/11/20,3,3,2
214158801,2016,2017/3/20,11,12,29
136757305,2016,2017/6/20,16,5,2
321808503,2016,2017/10/20,4,2,11
637274214,2016,2017/10/20,5,0,29
885398224,2016,2017/3/20,16,10,29
298097687,2016,2017/4/20,9,6,29
184623809,2016,2017/11/20,804,31,2
1157509531,2016,2017/5/20,6,5,2
876759904,2016,2017/1/20,10,2,2
7110966,2016,2017/12/20,9,14,2
546111855,2016,2017/11/20,4,4,2
974650263,2016,2017/6/30,7,3,22
36588566,2016,2017/6/20,7,2,2
218980718,2016,2017/12/20,15,3,2
203067930,2016,2017/12/20,6,3,2
657983079,2016,2017/6/20,3,7,2
86329006,2016,2017/4/20,0,5,2
