entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
951338863,1245,,,20,1072,,2,6.0,2015.0
951338863,1245,,,20,1072,0.25,2,1.0,2017.0
1125317186,1302,0.0,1.0,9,167,0.25,0,,
1125317186,1302,,,9,749,,2,35.0,2016.0
1125317186,1302,,,9,749,,2,40.0,2015.0
1125317186,1302,,,9,749,0.25,2,33.0,2017.0
1083978869,1246,1.0,2.0,9,434,0.25,1,,
1083978869,1246,,,9,1275,,2,6.0,2016.0
1083978869,1246,,,9,1275,,2,3.0,2015.0
11861184,1272,0.0,2.0,9,306,0.25,1,5.0,
11861184,1272,,,9,1058,,2,5.0,2016.0
11861184,1272,,,9,1058,0.25,2,5.0,2017.0
576639949,1267,,,20,1012,,2,10.0,2016.0
576639949,1267,,,20,1012,,2,10.0,2015.0
576639949,1267,,,20,1012,0.25,2,11.0,2017.0
220729412,1296,,,9,1072,,2,2.0,2016.0
220729412,1296,,,9,1072,,2,3.0,2015.0
220729412,1296,,,9,1072,0.25,2,2.0,2017.0
491134163,1271,0.0,2.0,20,258,0.25,0,,
503213213,1269,,,9,851,,2,6.0,2016.0
503213213,1269,,,9,851,,2,6.0,2015.0
41928536,1241,0.0,2.0,9,410,0.25,0,,
865590186,1272,0.0,2.0,9,258,0.25,0,,
865590186,1272,,,9,1206,,2,5.0,2016.0
865590186,1272,,,9,1206,,2,13.0,2015.0
1060849569,1270,0.0,2.0,9,491,0.25,1,,
1060849569,1258,,,20,1254,,2,2.0,2016.0
1060849569,1259,,,9,1414,,2,2.0,2015.0
1060849569,1259,,,20,1254,0.25,2,2.0,2017.0
509121535,1265,0.0,1.0,9,32,0.25,0,,
509121535,1265,,,9,552,,2,2.0,2016.0
509121535,1265,,,9,552,,2,40.0,2015.0
509121535,1265,,,9,552,0.25,2,1.0,2017.0
1158570287,1286,0.0,2.0,9,467,0.25,0,,
1158570287,1286,,,9,1262,,2,10.0,2016.0
1158570287,1286,,,9,1366,,2,5.0,2015.0
1158570287,1286,,,9,1262,0.25,2,11.0,2017.0
973459989,1261,0.0,2.0,9,438,0.25,0,,
973459989,1261,,,9,1275,,2,11.0,2016.0
973459989,1261,,,9,1275,,2,3.0,2015.0
973459989,1261,,,20,1275,0.25,2,5.0,2017.0
946138250,1260,,,9,1253,,2,3.0,2016.0
946138250,1260,,,9,1253,,2,3.0,2015.0
946138250,1260,,,9,1253,0.25,2,1.0,2017.0
358876705,1262,,,9,615,,2,1.0,2016.0
358876705,1262,,,9,615,,2,8.0,2015.0
358876705,1262,,,9,615,0.25,2,5.0,2017.0
124664849,1275,0.0,2.0,20,0,0.25,1,10.0,
124664849,1275,,,20,509,,2,8.0,2016.0
124664849,1275,,,20,509,,2,8.0,2015.0
1172508178,1241,,,20,913,,2,2.0,2016.0
1172508178,1241,,,9,922,,2,2.0,2015.0
1172508178,1241,,,20,913,0.25,2,1.0,2017.0
1094280045,1290,0.0,2.0,9,309,0.25,1,,
546058796,1277,0.0,1.0,20,223,0.25,0,,
546058796,1277,,,20,851,,2,70.0,2016.0
546058796,1277,,,20,851,,2,120.0,2015.0
546058796,1277,,,20,851,0.25,2,68.0,2017.0
864466493,1291,0.0,2.0,20,258,0.25,0,,
864466493,1291,,,20,995,,2,15.0,2016.0
864466493,1291,,,20,995,,2,20.0,2015.0
887382572,1281,0.0,2.0,9,306,0.25,0,,
887382572,1282,,,9,1072,,2,7.0,2016.0
887382572,1281,,,9,1072,,2,78.0,2015.0
887382572,1281,,,9,1072,0.25,2,8.0,2017.0
823706225,1294,,,20,523,,2,2.0,2016.0
823706225,1294,,,20,523,,2,5.0,2015.0
823706225,1294,,,20,523,0.25,2,2.0,2017.0
393283440,1288,,2.0,9,246,0.25,1,,
393283440,1288,,,20,915,,2,3.0,2016.0
393283440,1288,,,20,915,,2,30.0,2015.0
393283440,1288,,,9,915,0.25,2,5.0,2017.0
181536431,1303,,,9,1266,0.25,2,1.0,2017.0
784133014,1295,,,9,1045,0.25,2,4.0,2017.0
1224701129,1292,0.0,2.0,20,344,0.25,0,,
1224701129,1292,,,20,1103,,2,12.0,2015.0
207715512,1274,,,22,512,,2,5.0,2016.0
207715512,1274,,,22,512,,2,5.0,2015.0
239333543,1257,,,9,1253,,2,6.0,2016.0
239333543,1257,,,9,1253,,2,11.0,2015.0
239333543,1257,,,9,1253,0.25,2,2.0,2017.0
1166908463,1264,0.0,2.0,20,405,0.25,0,,
1166908463,1264,,,9,1203,,2,7.0,2016.0
1166908463,1264,,,20,1203,,2,7.0,2015.0
1166908463,1264,,,9,1203,0.25,2,3.0,2017.0
956330663,1276,,,20,1253,,2,2.0,2016.0
956330663,1276,,,20,1253,,2,2.0,2015.0
823860200,1288,,,9,594,0.25,2,1.0,2017.0
380750335,1280,,,20,913,,2,4.0,2016.0
150074822,1307,,,9,1007,0.25,2,3.0,2017.0
426133328,1279,0.0,2.0,20,439,0.25,0,,
426133328,1279,,,20,501,,2,5.0,2016.0
426133328,1279,,,20,1310,,2,7.0,2015.0
426133328,1279,,,20,501,0.25,2,9.0,2017.0
122854729,1298,0.0,2.0,9,258,0.25,0,,
122854729,1298,,,9,1003,,2,11.0,2016.0
122854729,1298,,,9,1003,,2,11.0,2015.0
122854729,1298,,,9,1003,0.25,2,10.0,2017.0
485493682,1241,,,9,1164,,2,2.0,2016.0
485493682,1241,,,9,1164,0.25,2,2.0,2017.0
35376688,1265,,,22,508,,2,5.0,2016.0
35376688,1265,,,22,508,,2,5.0,2015.0
485437330,1293,,,3,501,,2,5.0,2016.0
485437330,1293,,,3,501,0.25,2,7.0,2017.0
556838756,1292,0.0,2.0,20,306,0.25,0,,
556838756,1292,,,9,1072,,2,9.0,2016.0
556838756,1292,,,20,1072,,2,20.0,2015.0
556838756,1292,,,9,1072,0.25,2,8.0,2017.0
16514689,1282,0.0,2.0,9,342,0.25,0,,
16514689,1282,,,9,1072,,2,6.0,2016.0
16514689,1282,,,9,1058,,2,6.0,2015.0
16514689,1282,,,9,1072,0.25,2,4.0,2017.0
253829361,1287,0.0,2.0,9,306,0.25,0,,
253829361,1287,,,9,1058,,2,4.0,2016.0
253829361,1287,,,9,1058,,2,6.0,2015.0
253829361,1284,,,9,1202,0.25,2,3.0,2017.0
1165153101,1265,0.0,2.0,22,17,0.25,0,,
1165153101,1265,,,22,526,,2,2.0,2016.0
1165153101,1265,,,22,526,,2,118.0,2015.0
1165153101,1265,,,22,526,0.25,2,2.0,2017.0
807500189,1298,0.0,2.0,9,349,0.25,0,42.0,
807500189,1298,,,9,1103,,2,8.0,2016.0
807500189,1298,,,9,1103,,2,8.0,2015.0
807500189,1298,,,9,1103,0.25,2,8.0,2017.0
1140192038,1282,,2.0,9,434,0.25,1,,
1140192038,1282,,,9,1275,,2,3.0,2016.0
1140192038,1282,,,9,1275,,2,10.0,2015.0
996604035,1290,0.0,2.0,9,306,0.25,1,,
996604035,1290,,,9,1056,,2,5.0,2016.0
996604035,1290,,,9,1056,,2,3.0,2015.0
996604035,1290,,,9,866,0.25,2,3.0,2017.0
888170947,1273,,,9,1324,,2,15.0,2016.0
888170947,1273,,,18,1321,,2,20.0,2015.0
888170947,1273,,,9,1324,0.25,2,15.0,2017.0
1113050144,1300,0.0,2.0,9,306,0.25,0,,
679444756,1295,,2.0,9,405,0.25,1,,
679444756,1295,,,9,1203,,2,2.0,2016.0
679444756,1295,,,9,1203,,2,3.0,2015.0
679444756,1295,,,9,1203,0.25,2,1.0,2017.0
75479424,1271,0.0,2.0,22,290,0.25,0,11.0,
75479424,1272,,,20,998,,2,3.0,2016.0
75479424,1272,,,20,998,0.25,2,5.0,2017.0
934887788,1266,0.0,1.0,9,93,0.25,0,,
934887788,1266,,,9,640,,2,30.0,2016.0
934887788,1266,,,9,640,,2,30.0,2015.0
934887788,1266,,,9,640,0.25,2,40.0,2017.0
714555175,1245,0.0,1.0,1,180,0.25,0,,
714555175,1245,,,8,795,,2,77.0,2016.0
714555175,1245,,,1,795,,2,77.0,2015.0
714555175,1245,,,1,795,0.25,2,160.0,2017.0
744899262,1282,0.0,2.0,9,250,0.25,1,,
744899262,1282,,,9,908,,2,5.0,2016.0
744899262,1282,,,9,913,,2,10.0,2015.0
744899262,1282,,,20,908,0.25,2,20.0,2017.0
764542198,1304,,2.0,9,415,0.25,1,,
764542198,1304,,,9,1275,,2,15.0,2016.0
764542198,1304,,,9,1275,,2,15.0,2015.0
569843534,1290,0.0,1.0,9,197,0.25,0,,
569843534,1290,,,9,830,,2,10.0,2016.0
72049726,1301,0.0,1.0,9,71,0.25,0,,
72049726,1301,,,9,612,,2,65.0,2016.0
72049726,1301,,,9,612,,2,65.0,2015.0
1050673994,1267,,,20,1017,0.25,2,1.0,2017.0
576951652,1268,,,20,851,,2,36.0,2016.0
576951652,1268,,,20,851,,2,20.0,2015.0
576951652,1268,,,20,851,0.25,2,60.0,2017.0
413016830,1305,,,9,599,,2,95.0,2016.0
540897496,1244,,,9,922,,2,3.0,2016.0
540897496,1244,,,9,922,,2,3.0,2015.0
540897496,1244,,,9,922,0.25,2,2.0,2017.0
353203874,1241,0.0,2.0,9,258,0.25,0,,
353203874,1241,,,9,1017,,2,3.0,2016.0
353203874,1241,,,9,1017,,2,3.0,2015.0
353203874,1241,,,9,1017,0.25,2,2.0,2017.0
979650983,1282,0.0,2.0,9,415,0.25,1,,
979650983,1282,,,9,1264,,2,3.0,2016.0
979650983,1282,,,20,1264,0.25,2,5.0,2017.0
334575258,1323,0.0,2.0,2,239,0.25,0,4.0,
334575258,1323,,,2,897,,2,1.0,2016.0
334575258,1323,,,2,897,,2,1.0,2015.0
334575258,1323,,,2,897,0.25,2,1.0,2017.0
850117072,1306,,,9,735,0.25,2,15.0,2017.0
531097524,1309,0.0,2.0,20,425,0.25,0,8.0,
531097524,1309,,,20,1253,,2,8.0,2016.0
531097524,1309,,,20,1253,,2,9.0,2015.0
531097524,1309,,,20,1253,0.25,2,7.0,2017.0
649731201,1312,0.0,2.0,20,407,0.25,0,,
649731201,1312,,,20,1205,,2,1.0,2016.0
649731201,1312,,,20,1205,,2,8.0,2015.0
649731201,1312,,,20,1076,0.25,2,1.0,2017.0
607355004,1313,0.0,2.0,20,280,0.25,0,15.0,
607355004,1313,,,20,985,,2,3.0,2016.0
607355004,1313,,,20,985,,2,2.0,2015.0
607355004,1313,,,20,985,0.25,2,2.0,2017.0
121043188,1320,0.0,2.0,9,425,0.25,0,9.0,
121043188,1320,,,9,1253,,2,5.0,2016.0
121043188,1320,,,9,1253,,2,3.0,2015.0
121043188,1320,,,9,1253,0.25,2,3.0,2017.0
1060869475,1321,0.0,2.0,1,445,0.25,0,456.0,
1060869475,1320,,,1,1319,,2,339.0,2016.0
1060869475,1320,,,1,1319,,2,339.0,2015.0
1060869475,1320,,,1,1319,0.25,2,405.0,2017.0
37172534,1330,0.0,1.0,2,155,0.25,0,,
37172534,1330,1.0,1.0,2,166,0.25,0,,
37172534,1330,,,2,747,,2,1.0,2016.0
37172534,1330,,,2,747,,2,1.0,2016.0
37172534,1330,,,2,747,,2,10.0,2015.0
37172534,1330,,,2,730,,2,10.0,2015.0
37172534,1330,,,2,747,0.25,2,1.0,2017.0
1011068507,1445,0.0,2.0,9,309,0.25,0,5.0,
1011068507,1445,,,9,1021,,2,4.0,2016.0
1011068507,1444,,,9,1021,,2,8.0,2015.0
1073680861,1406,0.0,1.0,20,42,0.25,1,,
1073680861,1406,,,9,565,,2,70.0,2016.0
1073680861,1406,,,9,565,,2,8.0,2015.0
1073680861,1406,,,9,565,0.25,2,95.0,2017.0
968571103,1309,0.0,2.0,9,282,0.25,0,4.0,
968571103,1309,,,9,989,,2,3.0,2016.0
968571103,1309,,,9,989,,2,29.0,2015.0
968571103,1309,,,9,989,0.25,2,3.0,2017.0
114299197,1369,0.0,1.0,20,177,0.25,0,2.0,
114299197,1369,,,20,771,,2,1.0,2016.0
114299197,1369,,,20,771,,2,5.0,2015.0
114299197,1369,,,20,771,0.25,2,7.0,2017.0
229922550,1396,,,9,1126,,2,3.0,2016.0
229922550,1396,,,9,1126,0.25,2,2.0,2017.0
549190134,1313,,,20,1310,,2,3.0,2016.0
439952614,1413,0.0,2.0,9,342,0.25,0,2.0,
439952614,1413,,,9,1072,,2,1.0,2016.0
439952614,1413,,,9,1072,,2,5.0,2015.0
439952614,1413,,,9,870,0.25,2,3.0,2017.0
70562840,1326,0.0,1.0,20,180,0.25,0,,
70562840,1326,,,20,787,,2,4.0,2016.0
70562840,1326,,,20,775,,2,5.0,2015.0
70562840,1326,,,20,787,0.25,2,4.0,2017.0
299834469,1313,0.0,2.0,20,336,0.25,0,16.0,
299834469,1317,,,9,922,,2,45.0,2016.0
299834469,1317,,,9,1057,,2,8.0,2015.0
299834469,1317,,,9,922,0.25,2,46.0,2017.0
1018645353,1309,,,9,1309,0.25,2,5.0,2017.0
63010757,1371,0.0,2.0,20,359,0.25,0,10.0,
63010757,1379,,,20,1110,,2,3.0,2016.0
63010757,1379,,,20,1110,,2,15.0,2015.0
63010757,1379,,,20,1110,0.25,2,1.0,2017.0
623252932,1368,1.0,2.0,10,391,0.25,0,,
623252932,1368,,,13,1176,,2,11.0,2016.0
623252932,1368,,,13,1176,,2,11.0,2015.0
1154098876,1308,0.0,2.0,16,349,0.25,0,,
1154098876,1429,0.0,2.0,9,349,0.25,0,,
1154098876,1429,,,16,1103,,2,80.0,2016.0
1154098876,1429,,,16,1103,,2,4.0,2015.0
1154098876,1429,,,16,1103,0.25,2,80.0,2017.0
1164544646,1312,0.0,1.0,20,104,0.25,0,5.0,
1164544646,1312,,,9,913,,2,5.0,2016.0
1164544646,1312,,,20,654,,2,4.0,2015.0
1164544646,1312,,,9,913,0.25,2,5.0,2017.0
957345191,1311,0.0,2.0,20,337,0.25,0,5.0,
957345191,1311,,,20,1058,,2,5.0,2016.0
957345191,1311,,,20,1058,,2,3.0,2015.0
957345191,1311,,,20,1058,0.25,2,5.0,2017.0
907595559,1310,0.0,2.0,20,274,0.25,0,3.0,
303504737,1407,,,9,635,,2,1.0,2016.0
303504737,1407,,,9,635,0.25,2,1.0,2017.0
1131372389,1433,,,20,1068,,2,2.0,2016.0
1131372389,1433,,,20,1226,0.25,2,2.0,2017.0
88404646,1430,0.0,1.0,20,166,0.25,0,10.0,
88404646,1430,,,20,747,,2,10.0,2016.0
88404646,1430,,,20,747,,2,4.0,2015.0
88404646,1430,,,20,747,0.25,2,3.0,2017.0
205160721,1344,0.0,1.0,9,115,0.25,0,5.0,
205160721,1344,,,9,674,,2,2.0,2016.0
205160721,1344,,,9,674,,2,8.0,2015.0
712976829,1309,0.0,2.0,30,305,0.25,0,,
712976829,1309,,,30,1017,,2,5.0,2016.0
712976829,1309,,,30,1017,,2,5.0,2015.0
5503066,1310,0.0,2.0,20,426,0.25,0,,
5503066,1310,,,20,1254,,2,3.0,2016.0
5503066,1310,,,20,1254,,2,3.0,2015.0
323114113,1329,0.0,1.0,20,71,0.25,0,,
323114113,1329,,,20,615,,2,1.0,2016.0
323114113,1329,,,20,612,,2,3.0,2015.0
323114113,1329,,,20,615,0.25,2,2.0,2017.0
1019081039,1309,0.0,2.0,9,498,0.25,0,2.0,
1019081039,1309,,,9,1423,,2,1.0,2016.0
1019081039,1309,,,9,1423,,2,3.0,2015.0
1225167037,1310,0.0,2.0,9,295,0.25,0,5.0,
1225167037,1310,,,9,1008,,2,4.0,2016.0
1225167037,1310,,,9,1008,,2,2.0,2015.0
1225167037,1310,,,9,1008,0.25,2,5.0,2017.0
969433259,1310,0.0,2.0,20,349,0.25,0,,
969433259,1310,,,20,1103,,2,2.0,2016.0
969433259,1310,,,20,1103,,2,6.0,2015.0
969433259,1310,,,20,1103,0.25,2,1.0,2017.0
474843531,1337,0.0,2.0,20,426,0.25,0,,
474843531,1337,,,9,1254,,2,2.0,2016.0
474843531,1337,,,9,1254,,2,2.0,2015.0
474843531,1337,,,9,1254,0.25,2,2.0,2017.0
640268003,1312,0.0,2.0,20,298,0.25,0,2.0,
640268003,1312,,,20,1011,,2,1.0,2016.0
640268003,1312,,,20,1011,,2,2.0,2015.0
640268003,1312,,,20,1011,0.25,2,1.0,2017.0
767847150,1311,,,20,1006,,2,3.0,2016.0
767847150,1311,,,20,1006,,2,3.0,2015.0
767847150,1311,,,20,1006,0.25,2,4.0,2017.0
786338293,1332,0.0,1.0,9,194,0.25,0,,
786338293,1332,,,20,747,,2,65.0,2016.0
786338293,1332,,,9,801,,2,1000.0,2015.0
786338293,1332,,,20,747,0.25,2,62.0,2017.0
600040266,1310,0.0,1.0,2,168,0.25,0,,
600040266,1310,,,2,748,,2,5.0,2016.0
600040266,1310,,,2,748,,2,45.0,2015.0
600040266,1310,,,2,748,0.25,2,2.0,2017.0
96647458,1312,0.0,2.0,20,305,0.25,0,3.0,
96647458,1312,,,20,1017,0.25,2,3.0,2017.0
26575424,1309,,,20,1237,,2,3.0,2016.0
963790578,1350,0.0,1.0,20,38,0.25,0,103.0,
963790578,1350,,,20,559,,2,3.0,2016.0
963790578,1350,,,20,559,,2,4.0,2015.0
963790578,1350,,,20,559,0.25,2,1.0,2017.0
589139545,1384,0.0,1.0,9,49,0.25,0,,
589139545,1395,,,9,575,,2,467.0,2016.0
589139545,1395,,,9,575,,2,467.0,2015.0
589139545,1395,,,9,575,0.25,2,240.0,2017.0
633603231,1310,,,20,1012,,2,1.0,2016.0
633603231,1310,,,20,1012,,2,3.0,2015.0
633603231,1310,,,20,1012,0.25,2,1.0,2017.0
1083063487,1325,,,20,1205,,2,1.0,2016.0
1083063487,1322,,,20,1205,,2,2.0,2015.0
1083063487,1322,,,20,1205,0.25,2,2.0,2017.0
1025551167,1344,,,20,1056,,2,2.0,2016.0
1025551167,1344,,,20,1056,,2,6.0,2015.0
1025551167,1344,,,20,1056,0.25,2,2.0,2017.0
646618607,1311,0.0,1.0,20,190,0.25,0,2.0,
646618607,1311,,,20,795,,2,2.0,2016.0
646618607,1311,,,20,795,,2,5.0,2015.0
646618607,1311,,,20,795,0.25,2,2.0,2017.0
402412625,1347,0.0,2.0,20,291,0.25,0,,
402412625,1347,,,9,999,,2,6.0,2016.0
402412625,1347,,,9,999,,2,6.0,2015.0
402412625,1347,,,9,999,0.25,2,4.0,2017.0
757928322,1347,,,20,735,,2,1.0,2016.0
757928322,1347,,,20,735,0.25,2,1.0,2017.0
2676966,1311,,,20,1267,,2,45.0,2016.0
2676966,1311,,,20,1267,,2,50.0,2015.0
2676966,1311,,,9,1267,0.25,2,150.0,2017.0
193972950,1313,0.0,2.0,20,296,0.25,0,9.0,
193972950,1317,,,20,1009,,2,10.0,2016.0
193972950,1317,,,20,1009,,2,15.0,2015.0
193972950,1317,,,20,1009,0.25,2,6.0,2017.0
524261956,1337,,,9,976,,2,2.0,2016.0
524261956,1337,,,9,976,,2,5.0,2015.0
524261956,1337,,,9,976,0.25,2,2.0,2017.0
394326690,1315,,,9,822,0.25,2,4.0,2017.0
494019595,1386,0.0,2.0,9,349,0.25,1,,
494019595,1386,,,9,1103,,2,6.0,2016.0
494019595,1386,,,9,1103,,2,9.0,2015.0
494019595,1386,,,9,1103,0.25,2,12.0,2017.0
645504403,1313,0.0,2.0,9,291,0.25,0,3.0,
645504403,1313,,,9,999,,2,3.0,2016.0
645504403,1317,,,9,999,,2,3.0,2015.0
645504403,1317,,,9,999,0.25,2,4.0,2017.0
528468029,1313,0.0,2.0,9,426,0.25,0,,
528468029,1313,,,9,1254,,2,2.0,2016.0
528468029,1313,,,9,1254,,2,2.0,2015.0
528468029,1313,,,9,1254,0.25,2,2.0,2017.0
660206043,1313,0.0,2.0,9,291,0.25,0,4.0,
660206043,1313,,,9,999,,2,1.0,2016.0
660206043,1317,,,9,999,,2,5.0,2015.0
660206043,1317,,,9,999,0.25,2,1.0,2017.0
562394910,1309,0.0,2.0,9,441,0.25,0,2.0,
562394910,1309,,,9,1309,,2,1.0,2016.0
562394910,1317,,,9,1309,,2,4.0,2015.0
562394910,1317,,,9,1309,0.25,2,1.0,2017.0
478139581,1313,0.0,2.0,9,426,0.25,0,,
478139581,1313,,,9,1254,,2,7.0,2016.0
478139581,1313,,,9,1254,,2,1.0,2015.0
478139581,1313,,,20,1254,0.25,2,7.0,2017.0
1120382857,1391,,,20,1021,,2,2.0,2016.0
1120382857,1391,,,20,1021,0.25,2,3.0,2017.0
720051686,1387,0.0,2.0,9,366,0.25,0,,
720051686,1387,,,9,1118,,2,2.0,2016.0
720051686,1387,,,9,1118,,2,5.0,2015.0
720051686,1387,,,9,1118,0.25,2,6.0,2017.0
489687619,1315,,,9,1021,,2,6.0,2016.0
489687619,1315,,,9,1021,,2,6.0,2015.0
996594892,1334,0.0,2.0,20,358,0.25,0,,
996594892,1334,,,20,1111,,2,5.0,2016.0
996594892,1334,,,20,1110,,2,3.0,2015.0
996594892,1334,,,20,1111,0.25,2,4.0,2017.0
679425155,1313,0.0,1.0,20,209,0.25,0,10.0,
679425155,1313,,,20,831,,2,6.0,2016.0
679425155,1317,,,20,831,,2,3.0,2015.0
679425155,1317,,,20,831,0.25,2,5.0,2017.0
3926205,1369,0.0,2.0,9,287,0.25,0,8.0,
3926205,1369,,,9,995,,2,2.0,2016.0
3926205,1369,,,9,995,,2,7.0,2015.0
3926205,1369,,,9,995,0.25,2,2.0,2017.0
199210810,1316,0.0,2.0,9,252,0.25,1,,
199210810,1316,,,9,915,,2,130.0,2016.0
199210810,1316,,,9,915,,2,30.0,2015.0
199210810,1316,,,9,915,0.25,2,80.0,2017.0
606504255,1316,0.0,2.0,2,342,0.25,0,7.0,
606504255,1316,,,2,1072,,2,7.0,2016.0
606504255,1316,,,2,1072,,2,5.0,2015.0
606504255,1316,,,2,1072,0.25,2,7.0,2017.0
708956420,1319,0.0,2.0,9,258,0.25,0,,
708956420,1319,,,9,1029,,2,13.0,2016.0
708956420,1319,,,9,1016,,2,10.0,2015.0
708956420,1319,,,9,1029,0.25,2,8.0,2017.0
226007652,1319,0.0,2.0,9,439,0.25,0,,
226007652,1319,,,9,1309,,2,3.0,2016.0
226007652,1319,,,9,1308,,2,4.0,2015.0
226007652,1319,,,9,1309,0.25,2,2.0,2017.0
1230311107,1324,0.0,2.0,20,258,0.25,0,,
1230311107,1324,,,20,1017,,2,7.0,2016.0
1230311107,1324,,,20,1016,,2,6.0,2015.0
1230311107,1324,,,9,1017,0.25,2,8.0,2017.0
1040255018,1320,1.0,2.0,9,246,0.25,1,,
1040255018,1320,,,9,908,,2,1.0,2016.0
1040255018,1320,,,9,908,,2,2.0,2015.0
1040255018,1320,,,9,908,0.25,2,2.0,2017.0
677170754,1321,0.0,2.0,20,258,0.25,0,,
677170754,1321,,,20,1009,,2,1.0,2016.0
677170754,1321,,,20,1016,,2,3.0,2015.0
677170754,1320,,,9,1009,0.25,2,2.0,2017.0
937063704,1321,,,20,1005,,2,1.0,2016.0
937063704,1321,,,20,1016,,2,2.0,2015.0
937063704,1320,,,20,1005,0.25,2,1.0,2017.0
412529464,1333,1.0,2.0,20,438,0.25,1,,
412529464,1320,0.0,2.0,20,438,0.25,0,2.0,
412529464,1333,,,20,1275,,2,1.0,2016.0
412529464,1333,,,20,1275,,2,2.0,2015.0
412529464,1333,,,20,1275,0.25,2,11.0,2017.0
486484038,1320,,2.0,20,258,0.25,1,,
486484038,1320,,,20,976,,2,1.0,2016.0
486484038,1320,,,20,1016,,2,4.0,2015.0
486484038,1320,,,20,976,0.25,2,1.0,2017.0
865388899,1323,,,9,989,,2,5.0,2016.0
865388899,1323,,,9,1016,,2,2.0,2015.0
865388899,1323,,,9,989,0.25,2,4.0,2017.0
170023963,1323,0.0,1.0,20,97,0.25,0,,
170023963,1323,,,20,644,,2,11.0,2016.0
170023963,1323,,,20,641,,2,3.0,2015.0
170023963,1323,,,9,644,0.25,2,12.0,2017.0
1003775668,1445,,,20,1253,,2,5.0,2016.0
1003775668,1444,,,20,1253,0.25,2,1.0,2017.0
251301615,1321,0.0,2.0,20,258,0.25,0,,
251301615,1321,,,20,969,,2,3.0,2016.0
1183226833,1314,0.0,2.0,1,25,0.25,0,,
1183226833,1314,,,1,535,,2,8.0,2016.0
1183226833,1314,,,1,535,,2,8.0,2015.0
1183226833,1314,,,1,535,0.25,2,6.0,2017.0
705557227,1458,0.0,2.0,9,6,0.25,0,2.0,
705557227,1458,,,9,508,,2,1.0,2016.0
705557227,1458,,,9,508,,2,12.0,2015.0
705557227,1458,,,9,508,0.25,2,1.0,2017.0
903297142,1323,0.0,2.0,9,258,0.25,0,,
903297142,1323,,,9,1008,,2,2.0,2016.0
903297142,1323,,,9,1016,,2,2.0,2015.0
903297142,1323,,,9,1008,0.25,2,1.0,2017.0
642489361,1322,0.0,2.0,20,258,0.25,1,,
642489361,1322,,,20,971,,2,1.0,2016.0
642489361,1322,,,20,1016,,2,3.0,2015.0
642489361,1322,,,20,971,0.25,2,2.0,2017.0
593176877,1322,0.0,2.0,20,258,0.25,0,,
593176877,1325,,,20,1003,,2,2.0,2016.0
593176877,1322,,,20,1016,,2,2.0,2015.0
593176877,1322,,,20,1003,0.25,2,4.0,2017.0
564649494,1323,1.0,2.0,9,256,0.25,1,,
564649494,1323,,,9,922,,2,1.0,2016.0
564649494,1323,,,9,922,,2,2.0,2015.0
564649494,1323,,,20,922,0.25,2,1.0,2017.0
723631918,1322,0.0,2.0,20,349,0.25,0,1.0,
723631918,1325,,,20,1103,,2,1.0,2016.0
723631918,1322,,,20,1103,,2,3.0,2015.0
112112016,1323,0.0,2.0,9,258,0.25,0,,
112112016,1323,,,9,976,,2,2.0,2016.0
112112016,1323,,,9,1016,,2,4.0,2015.0
112112016,1323,,,9,976,0.25,2,1.0,2017.0
255280790,1320,,,9,1008,,2,1.0,2016.0
255280790,1320,,,9,1008,0.25,2,1.0,2017.0
156971183,1322,0.0,2.0,20,258,0.25,0,,
156971183,1325,,,20,1009,,2,4.0,2016.0
156971183,1322,,,20,1016,,2,4.0,2015.0
156971183,1322,,,9,1009,0.25,2,2.0,2017.0
532419627,1326,,,20,1111,,2,1.0,2016.0
532419627,1326,,,20,1110,,2,5.0,2015.0
532419627,1326,,,20,1111,0.25,2,1.0,2017.0
1049825239,1326,0.0,2.0,20,258,0.25,0,,
1049825239,1326,,,20,968,,2,3.0,2016.0
1049825239,1326,,,20,1016,,2,12.0,2015.0
1049825239,1326,,,20,968,0.25,2,3.0,2017.0
196387356,1326,0.0,2.0,20,439,0.25,0,,
196387356,1326,,,20,1308,,2,3.0,2016.0
196387356,1326,,,20,1308,,2,3.0,2015.0
196387356,1326,,,20,1308,0.25,2,2.0,2017.0
566376309,1326,0.0,2.0,20,438,0.25,0,2.0,
566376309,1326,,,20,1275,,2,2.0,2016.0
566376309,1326,,,20,1275,,2,4.0,2015.0
566376309,1326,,,20,1275,0.25,2,1.0,2017.0
556195664,1326,0.0,2.0,9,258,0.25,0,,
556195664,1326,,,9,999,,2,5.0,2016.0
556195664,1326,,,9,1016,,2,12.0,2015.0
556195664,1326,,,9,999,0.25,2,3.0,2017.0
1099901168,1324,0.0,2.0,20,404,0.25,0,,
1099901168,1324,,,20,1203,,2,1.0,2016.0
1099901168,1324,,,20,1203,,2,5.0,2015.0
1099901168,1324,,,20,1203,0.25,2,1.0,2017.0
1228261836,1322,0.0,2.0,20,444,0.25,0,,
1228261836,1322,,,20,1326,,2,1.0,2016.0
1228261836,1322,,,20,1312,,2,10.0,2015.0
1228261836,1322,,,20,1360,0.25,2,1.0,2017.0
766356192,1329,,,20,999,,2,3.0,2016.0
766356192,1329,,,20,1016,,2,12.0,2015.0
766356192,1329,,,20,999,0.25,2,5.0,2017.0
935462586,1329,0.0,1.0,9,167,0.25,0,,
